🚀 数据加载：15 只，2022-06-01 ~ 2026-08-27 ...
00:20:08 [INFO] core.data_loader.freestockdb: 🔗 已连接到 free-stockdb 本地服务: 127.0.0.1:7899
00:20:08 [INFO] core.data_loader.freestockdb: 📊 批量加载: 15 只股票，1031 个交易日
00:20:08 [INFO] core.data_loader.freestockdb: ✅ 成功加载 15 只股票，1031 个交易日
00:20:08 [INFO] core.data_loader.freestockdb: 📅 日期范围: 2022-06-01 00:00:00 至 2026-08-27 00:00:00
✅ 数据加载完成：1031 交易日，耗时 0.6s
🎯 模式: 标准 风控=0.3 止损=None
📈 趋势线过滤器已启用: multi（multi 阈值=2）
00:20:15 [INFO] core.backtest.pipeline: 开始回测: 2022-06-02 至 2026-08-27
00:20:15 [INFO] core.backtest.pipeline: 初始资金: 500,000.00 元
00:20:15 [INFO] core.backtest.pattern_mixin: 📚 形态信号索引预加载完成：106602 条 / 52852 个(股票×日期)组合

======================================================================
📊 完整交易汇总（共 2051 笔）
  策略：SimpleStrategy
======================================================================
日期           股票       操作           价格     数量            总资产      总仓位
2023-06-13   002918   SELL      14.93    700     633,035.00    85.1%
2023-06-13   600522   BUY       14.68   1300     633,035.00    88.1%
2023-06-13   300293   BUY       10.99   1000     633,035.00    89.9%
2023-06-14   300502   SELL      33.35    400     651,585.00    88.1%
2023-06-14   002156   BUY       25.19    400     651,585.00    89.7%
2023-06-14   002735   BUY       13.74    100     651,585.00    89.9%
2023-06-15   300502   SELL      32.34    200     659,253.00    89.0%
2023-06-15   002281   SELL      34.51    200     659,253.00    88.0%
2023-06-15   600522   BUY       15.24    800     659,253.00    89.8%
2023-06-15   000566   BUY        4.95    200     659,253.00    90.0%
2023-06-16   300502   SELL      34.79    100     659,331.00    89.5%
2023-06-16   002281   SELL      36.11    100     659,331.00    88.9%
2023-06-16   000566   BUY        5.00    700     659,331.00    89.4%
2023-06-16   002281   BUY       36.11    100     659,331.00    90.0%
2023-06-20   002281   SELL      43.66    100     676,980.00    89.6%
2023-06-20   000566   BUY        4.93    500     676,980.00    90.0%
2023-06-21   002309   SELL       3.87   1800     658,819.00    88.6%
2023-06-21   000566   BUY        4.88    500     658,819.00    89.0%
2023-06-21   002156   BUY       23.29    200     658,819.00    89.7%
2023-06-21   002735   BUY       13.23    100     658,819.00    89.9%
2023-06-26   002735   BUY       12.93    100     648,704.00    89.9%
2023-06-28   002309   BUY        3.89    100     646,191.00    90.0%
2023-07-05   002428   SELL      14.34   8700     700,207.00    72.9%
2023-07-05   000566   BUY        5.01   1400     700,207.00    73.9%
2023-07-05   002156   BUY       22.50    600     700,207.00    75.8%
2023-07-05   002281   BUY       36.17    400     700,207.00    77.9%
2023-07-05   002735   BUY       14.04   1000     700,207.00    79.9%
2023-07-05   002792   BUY       12.93   1300     700,207.00    82.3%
2023-07-05   002918   BUY       14.09   1200     700,207.00    84.7%
2023-07-05   600702   BUY      121.88    100     700,207.00    86.5%
2023-07-05   300293   BUY       11.50   1300     700,207.00    88.6%
2023-07-05   300502   BUY       33.66    200     700,207.00    89.6%
2023-07-06   002428   SELL      15.77   4400     711,699.00    80.0%
2023-07-06   000566   BUY        4.93   1400     711,699.00    81.0%
2023-07-06   002156   BUY       22.62    600     711,699.00    82.9%
2023-07-06   002309   BUY        3.92   4400     711,699.00    85.3%
2023-07-06   002735   BUY       13.89   1100     711,699.00    87.4%
2023-07-06   300502   BUY       34.46    400     711,699.00    89.4%
2023-07-06   002918   BUY       14.00    300     711,699.00    90.0%
2023-07-07   002428   SELL      16.79   2200     711,028.00    84.8%
2023-07-07   002156   BUY       22.34    800     711,028.00    87.3%
2023-07-07   002281   BUY       36.40    500     711,028.00    89.8%
2023-07-07   002309   BUY        3.92    200     711,028.00    90.0%
2023-07-10   002428   SELL      16.21   1100     703,249.00    87.3%
2023-07-10   600702   BUY      121.76    100     703,249.00    89.0%
2023-07-10   002918   BUY       13.90    400     703,249.00    89.8%
2023-07-10   002792   BUY       12.52    100     703,249.00    90.0%
2023-07-11   002428   SELL      16.26    500     708,293.00    88.9%
2023-07-11   002281   SELL      34.96   1000     708,293.00    84.0%
2023-07-11   002156   BUY       22.46    800     708,293.00    86.5%
2023-07-11   002309   BUY        4.00   3700     708,293.00    88.6%
2023-07-11   002735   BUY       13.82    700     708,293.00    90.0%
2023-07-12   002428   SELL      16.55    300     689,003.00    89.0%
2023-07-12   002918   BUY       14.12    400     689,003.00    89.8%
2023-07-12   002309   BUY        3.97    300     689,003.00    90.0%
2023-07-13   002428   SELL      16.24    100     701,914.00    89.9%
2023-07-13   002735   SELL      13.60   7100     701,914.00    76.2%
2023-07-13   002156   BUY       21.99   1100     701,914.00    79.6%
2023-07-13   600522   BUY       14.65   1500     701,914.00    82.8%
2023-07-13   002309   BUY        3.98   4600     701,914.00    85.4%
2023-07-13   002428   BUY       16.24   1100     701,914.00    87.9%
2023-07-13   002792   BUY       12.10   1200     701,914.00    90.0%
2023-07-20   000566   BUY        4.74    100     695,538.00    89.9%
2023-07-20   002309   BUY        4.06    100     695,538.00    90.0%
2023-07-24   600702   SELL     122.24    300     700,986.00    84.9%
2023-07-24   000566   BUY        4.82    200     700,986.00    85.0%
2023-07-24   002281   BUY       31.98    400     700,986.00    86.8%
2023-07-24   002428   BUY       14.06   1300     700,986.00    89.4%
2023-07-24   002792   BUY       11.28    300     700,986.00    89.9%
2023-07-26   002918   SELL      18.40   1100     703,412.00    87.1%
2023-07-26   300293   BUY       10.40   1900     703,412.00    89.9%
2023-07-26   002309   BUY        3.93    200     703,412.00    90.0%
2023-07-27   002918   SELL      18.37    600     694,757.00    88.3%
2023-07-27   002735   BUY       13.22    900     694,757.00    90.0%
2023-07-28   002918   SELL      19.19    300     699,770.00    89.2%
2023-07-28   002156   BUY       21.80    200     699,770.00    89.8%
2023-07-28   300293   BUY       10.39    100     699,770.00    90.0%
2023-07-31   002918   SELL      19.10    100     698,778.00    89.7%
2023-07-31   002735   BUY       13.35    100     698,778.00    89.9%
2023-07-31   002309   BUY        4.00    100     698,778.00    90.0%
2023-08-01   002918   SELL      19.13    100     698,592.00    89.7%
2023-08-01   002156   SELL      21.74   5700     698,592.00    72.0%
2023-08-01   002281   BUY       30.15    400     698,592.00    73.7%
2023-08-01   002309   BUY        4.01   3700     698,592.00    75.8%
2023-08-01   002735   BUY       13.26   1300     698,592.00    78.3%
2023-08-01   002428   BUY       14.92   1200     698,592.00    80.8%
2023-08-01   002792   BUY       11.22   1600     698,592.00    83.4%
2023-08-01   002918   BUY       19.13    900     698,592.00    85.9%
2023-08-01   300620   BUY       47.62    300     698,592.00    87.9%
2023-08-01   300293   BUY       10.42   1400     698,592.00    90.0%
2023-08-02   002309   SELL       3.96  17400     694,752.00    80.0%
2023-08-02   002156   BUY       22.22    900     694,752.00    82.9%
2023-08-02   002281   BUY       30.12    600     694,752.00    85.5%
2023-08-02   002428   BUY       14.34   1100     694,752.00    87.8%
2023-08-02   002792   BUY       11.30   1300     694,752.00    89.9%
2023-08-03   600522   SELL      14.72   3600     699,705.00    82.4%
2023-08-03   002281   BUY       29.88    900     699,705.00    86.2%
2023-08-03   300502   BUY       27.12    900     699,705.00    89.7%
2023-08-03   002428   BUY       14.17    100     699,705.00    89.9%
2023-08-04   002309   BUY        3.97    100     701,468.00    90.0%
2023-08-07   002309   SELL       3.91    100     701,625.00    90.0%
2023-08-08   002309   BUY        3.94    100     701,429.00    90.0%
2023-08-09   002428   BUY       13.97    100     686,998.00    90.0%
2023-08-10   002309   BUY        4.04    100     681,528.00    90.0%
2023-08-11   002309   BUY        4.01    300     671,598.00    90.0%
2023-08-16   002792   BUY       10.61    100     660,080.00    90.0%
2023-08-18   002309   BUY        4.48    100     652,155.00    89.9%
2023-08-23   002309   BUY        4.59    300     640,172.00    90.0%
2023-08-24   002309   BUY        4.36    100     638,187.00    90.0%
2023-08-25   002309   SELL       4.14   1000     622,053.00    89.1%
2023-08-25   002156   BUY       18.22    300     622,053.00    90.0%
2023-09-07   300293   SELL      14.10   3100     673,863.00    84.2%
2023-09-07   002428   SELL      14.00   5100     673,863.00    73.6%
2023-09-07   002792   SELL      11.19   6600     673,863.00    62.7%
2023-09-07   002918   SELL      17.66   1000     673,863.00    60.1%
2023-09-07   002735   SELL      12.84   2300     673,863.00    55.7%
2023-09-07   002156   SELL      20.20   1200     673,863.00    52.1%
2023-09-07   002281   BUY       27.03    500     673,863.00    54.1%
2023-09-07   002309   BUY        3.93   3800     673,863.00    56.3%
2023-09-07   300620   BUY       41.92    400     673,863.00    58.8%
2023-09-07   300570   BUY       32.70    400     673,863.00    60.7%
2023-09-07   300502   BUY       21.38    700     673,863.00    63.0%
2023-09-07   300293   BUY       14.10   1200     673,863.00    65.5%
2023-09-07   600487   BUY       13.69   1100     673,863.00    67.7%
2023-09-08   300293   SELL      16.92   2200     685,516.00    62.8%
2023-09-08   600487   BUY       13.70   1400     685,516.00    65.6%
2023-09-08   300620   BUY       41.70    400     685,516.00    68.0%
2023-09-08   300570   BUY       31.99    600     685,516.00    70.9%
2023-09-08   002309   BUY        3.98   4500     685,516.00    73.5%
2023-09-08   002156   BUY       20.28    700     685,516.00    75.5%
2023-09-08   002281   BUY       26.87    600     685,516.00    77.9%
2023-09-08   002792   BUY       11.60   1400     685,516.00    80.3%
2023-09-08   002735   BUY       12.81   1400     685,516.00    82.9%
2023-09-08   002428   BUY       14.58   1200     685,516.00    85.4%
2023-09-08   002918   BUY       17.85   1000     685,516.00    88.0%
2023-09-11   300293   SELL      18.87   1100     711,591.00    85.5%
2023-09-11   002156   BUY       20.13    700     711,591.00    87.5%
2023-09-11   002281   BUY       28.61    600     711,591.00    89.9%
2023-09-11   002309   BUY        3.95    100     711,591.00    90.0%
2023-09-12   300293   SELL      17.73    500     729,836.00    89.0%
2023-09-12   002918   SELL      16.60   1000     729,836.00    86.8%
2023-09-12   002309   BUY        3.95   5900     729,836.00    90.0%
2023-09-13   300293   SELL      21.28    300     720,370.00    88.9%
2023-09-13   002156   SELL      19.72   1400     720,370.00    85.1%
2023-09-13   002428   SELL      14.00   1200     720,370.00    82.8%
2023-09-13   300570   BUY       32.94    700     720,370.00    86.0%
2023-09-13   002281   BUY       31.42    600     720,370.00    88.6%
2023-09-13   002792   BUY       12.79    700     720,370.00    89.8%
2023-09-14   300293   SELL      20.56    100     724,481.00    89.6%
2023-09-14   002156   BUY       19.38    100     724,481.00    89.9%
2023-09-15   300293   SELL      18.94    100     708,137.00    89.4%
2023-09-15   002735   SELL      12.44   1400     708,137.00    86.9%
2023-09-15   002428   BUY       14.76   1200     708,137.00    89.4%
2023-09-15   002792   BUY       12.96    300     708,137.00    90.0%
2023-09-19   002281   SELL      27.86   4600     693,622.00    71.3%
2023-09-19   002156   BUY       18.94    900     693,622.00    73.7%
2023-09-19   002428   BUY       13.82   1300     693,622.00    76.3%
2023-09-19   300293   BUY       18.75    900     693,622.00    78.8%
2023-09-19   002918   BUY       16.01   1100     693,622.00    81.3%
2023-09-19   600487   BUY       13.26   1100     693,622.00    83.4%
2023-09-19   600522   BUY       13.25   1200     693,622.00    85.7%
2023-09-19   300502   BUY       19.73    900     693,622.00    88.2%
2023-09-19   300570   BUY       30.06    400     693,622.00    90.0%
2023-09-20   002428   SELL      13.46   2500     690,561.00    85.1%
2023-09-20   002918   BUY       16.21    900     690,561.00    87.2%
2023-09-20   002281   BUY       28.40    500     690,561.00    89.2%
2023-09-20   002792   BUY       11.83    400     690,561.00    89.9%
2023-09-21   000566   BUY        4.62    100     691,002.00    90.0%
2023-09-22   300293   SELL      17.10   1000     725,064.00    88.1%
2023-09-22   300570   BUY       38.02    300     725,064.00    89.7%
2023-09-22   002156   BUY       19.29    100     725,064.00    89.9%
2023-09-25   002309   SELL       3.93  14300     727,307.00    82.2%
2023-09-25   002156   BUY       19.16    800     727,307.00    84.4%
2023-09-25   002428   BUY       13.18   1200     727,307.00    86.5%
2023-09-25   002792   BUY       12.53   1500     727,307.00    89.1%
2023-09-25   300293   BUY       17.72    300     727,307.00    89.8%
2023-09-26   002792   BUY       12.00    100     723,851.00    90.0%
2023-10-11   300570   SELL      43.15   1200     749,803.00    83.4%
2023-10-11   002156   BUY       19.70   1000     749,803.00    86.0%
2023-10-11   002428   BUY       13.85   1400     749,803.00    88.6%
2023-10-11   002792   BUY       14.33    700     749,803.00    90.0%
2023-10-16   300293   SELL      17.29    300     734,757.00    89.0%
2023-10-16   002156   BUY       18.66    300     734,757.00    89.8%
2023-10-16   002428   BUY       12.95    100     734,757.00    90.0%
2023-10-17   000566   BUY        4.62    200     722,437.00    89.9%
2023-10-18   002918   BUY       14.54    100     706,652.00    89.9%
2023-10-18   000566   BUY        4.51    100     706,652.00    90.0%
2023-10-20   000566   SELL       4.35  44000     679,871.00    61.4%
2023-10-20   600487   SELL      13.06   3600     679,871.00    54.5%
2023-10-20   002156   BUY       19.30   1100     679,871.00    57.6%
2023-10-20   002281   BUY       27.82    600     679,871.00    60.1%
2023-10-20   002428   BUY       12.68   1300     679,871.00    62.5%
2023-10-20   002792   BUY       13.24   1300     679,871.00    65.1%
2023-10-20   002918   BUY       14.30   1200     679,871.00    67.6%
2023-10-20   300620   BUY       40.22    400     679,871.00    70.0%
2023-10-20   300293   BUY       16.01   1000     679,871.00    72.3%
2023-10-20   300502   BUY       18.53    900     679,871.00    74.8%
2023-10-20   300570   BUY       32.31    400     679,871.00    76.6%
2023-10-23   002428   BUY       12.09   1800     664,036.00    79.4%
2023-10-23   300620   BUY       37.59    400     664,036.00    81.6%
2023-10-23   300570   BUY       30.81    600     664,036.00    84.4%
2023-10-23   300502   BUY       16.93   1200     664,036.00    87.5%
2023-10-23   300293   BUY       16.10   1000     664,036.00    89.9%
2023-10-24   002156   SELL      17.93   4300     672,882.00    78.6%
2023-10-24   002918   BUY       14.01   1800     672,882.00    82.3%
2023-10-24   002428   BUY       12.44   1200     672,882.00    84.5%
2023-10-24   002281   BUY       26.87    600     672,882.00    86.9%
2023-10-24   300570   BUY       31.47    500     672,882.00    89.3%
2023-10-24   002792   BUY       14.51    300     672,882.00    89.9%
2023-11-01   002428   BUY       12.80    100     659,380.00    89.9%
2023-11-02   000566   BUY        4.71    400     644,369.00    90.0%
2023-11-22   002281   SELL      27.49   1700     713,172.00    84.4%
2023-11-22   002428   SELL      12.72   7100     713,172.00    71.7%
2023-11-22   002918   BUY       13.83   1600     713,172.00    74.8%
2023-11-22   600522   BUY       13.20   1300     713,172.00    77.2%
2023-11-23   002281   BUY       27.63    500     721,307.00    79.4%
2023-11-23   002156   BUY       22.19    800     721,307.00    81.9%
2023-11-23   002735   BUY       13.01   1100     721,307.00    83.9%
2023-11-23   002428   BUY       12.86   1200     721,307.00    86.0%
2023-11-23   002792   BUY       13.69   1100     721,307.00    88.1%
2023-11-23   002918   BUY       14.40    900     721,307.00    89.9%
2023-11-24   002281   SELL      26.73    500     702,552.00    87.7%
2023-11-24   000566   BUY        4.97   3100     702,552.00    89.9%
2023-11-28   000566   SELL       4.91   3500     714,477.00    87.7%
2023-11-28   002735   SELL      12.79   1100     714,477.00    85.7%
2023-11-28   300293   BUY       16.61   1100     714,477.00    88.2%
2023-11-28   002156   BUY       22.48    500     714,477.00    89.8%
2023-11-29   002918   SELL      13.57   7600     707,650.00    75.1%
2023-11-29   002792   BUY       13.05   1200     707,650.00    77.4%
2023-11-29   000566   BUY        4.84   3300     707,650.00    79.6%
2023-11-29   002156   BUY       22.51    800     707,650.00    82.2%
2023-11-29   002735   BUY       12.84   1100     707,650.00    84.2%
2023-11-29   300293   BUY       16.07   1000     707,650.00    86.4%
2023-11-29   300502   BUY       22.45    600     707,650.00    88.3%
2023-11-29   300570   BUY       32.93    300     707,650.00    89.7%
2023-11-29   600522   BUY       12.62    100     707,650.00    89.9%
2023-12-05   002156   SELL      21.79   2100     719,447.00    83.7%
2023-12-05   002428   BUY       13.33   3300     719,447.00    89.8%
2023-12-05   000566   BUY        4.85    200     719,447.00    90.0%
2023-12-06   000566   BUY        4.83    100     712,647.00    89.9%
2023-12-07   000566   SELL       4.79   3600     733,633.00    87.9%
2023-12-07   300293   BUY       15.10   1000     733,633.00    89.9%
2023-12-12   002428   SELL      13.19   4500     753,208.00    82.3%
2023-12-12   002156   BUY       23.36    800     753,208.00    84.8%
2023-12-12   002735   BUY       11.97   1600     753,208.00    87.3%
2023-12-12   002792   BUY       13.08   1500     753,208.00    89.9%
2023-12-13   002156   SELL      22.91    800     745,799.00    87.4%
2023-12-13   002792   BUY       12.81   1500     745,799.00    90.0%
2023-12-14   000566   BUY        4.83    100     742,712.00    90.0%
2023-12-15   000566   BUY        4.71    400     723,076.00    90.0%
2023-12-20   000566   BUY        4.53    500     699,143.00    90.0%
2023-12-22   000566   BUY        4.44    200     692,788.00    90.0%
2023-12-26   000566   BUY        4.41    400     674,776.00    90.0%
2024-01-08   600522   SELL      11.06   2600     657,499.00    85.4%
2024-01-08   002735   SELL      12.32   2700     657,499.00    80.3%
2024-01-08   000566   BUY        4.40   3900     657,499.00    82.9%
2024-01-08   002156   BUY       20.20    800     657,499.00    85.4%
2024-01-08   002281   BUY       24.70    600     657,499.00    87.6%
2024-01-08   002792   BUY       11.63   1300     657,499.00    89.9%
2024-01-10   000566   BUY        4.34    100     656,569.00    90.0%
2024-01-17   000566   BUY        4.21    100     652,684.00    90.0%
2024-01-26   002156   SELL      19.37    800     677,351.00    88.0%
2024-01-26   002735   BUY       11.01   1200     677,351.00    90.0%
2024-01-29   300620   SELL      37.51   2000     618,419.00    76.9%
2024-01-29   000566   BUY        4.06   4000     618,419.00    79.5%
2024-01-29   002156   BUY       18.40    800     618,419.00    81.9%
2024-01-29   002281   BUY       23.46    600     618,419.00    84.2%
2024-01-29   002735   BUY       10.10   1500     618,419.00    86.6%
2024-01-29   002792   BUY       10.42   1400     618,419.00    89.0%
2024-01-29   300293   BUY       12.03    500     618,419.00    90.0%
2024-01-30   002156   BUY       17.73    100     598,423.00    89.9%
2024-01-30   000566   BUY        3.94    100     598,423.00    90.0%
2024-01-31   002156   BUY       18.40    100     578,221.00    90.0%
2024-02-02   000566   BUY        3.44    200     569,674.00    89.9%
2024-02-05   002281   BUY       20.00    100     536,843.00    89.7%
2024-02-05   300293   BUY        8.90    100     536,843.00    89.9%
2024-02-19   300502   SELL      33.39   2900     666,639.00    77.3%
2024-02-19   002156   BUY       21.69    700     666,639.00    79.6%
2024-02-19   002281   BUY       25.86    600     666,639.00    81.9%
2024-02-19   300293   BUY        9.93   1400     666,639.00    84.0%
2024-02-19   300570   BUY       36.49    400     666,639.00    86.2%
2024-02-19   300620   BUY       43.49    400     666,639.00    88.8%
2024-02-19   600522   BUY       11.78    600     666,639.00    89.9%
2024-02-20   300502   SELL      31.93   1500     684,207.00    83.1%
2024-02-20   002156   BUY       21.53    800     684,207.00    85.6%
2024-02-20   300570   BUY       37.25    700     684,207.00    89.5%
2024-02-20   002281   BUY       25.94    100     684,207.00    89.8%
2024-02-21   300502   SELL      30.17    700     675,391.00    86.6%
2024-02-21   300620   BUY       41.23    500     675,391.00    89.6%
2024-02-21   002281   BUY       25.61    100     675,391.00    90.0%
2024-02-22   300502   SELL      30.44    400     702,761.00    88.7%
2024-02-22   002281   BUY       27.06    300     702,761.00    89.8%
2024-02-22   600522   BUY       11.89    100     702,761.00    90.0%
2024-02-23   300502   SELL      30.39    200     721,421.00    89.4%
2024-02-23   002156   BUY       21.41    200     721,421.00    90.0%
2024-02-26   300502   SELL      30.77    100     724,004.00    89.6%
2024-02-26   300293   BUY       13.80    200     724,004.00    90.0%
2024-02-28   002792   SELL      10.72  14700     699,231.00    67.1%
2024-02-28   002156   BUY       21.15    700     699,231.00    69.2%
2024-02-28   300293   BUY       12.39   1400     699,231.00    71.7%
2024-02-28   300620   BUY       41.00    400     699,231.00    74.0%
2024-02-28   300502   BUY       29.37    500     699,231.00    76.1%
2024-02-28   300570   BUY       36.12    400     699,231.00    78.2%
2024-02-29   002156   BUY       22.11    800     744,861.00    81.9%
2024-02-29   300502   BUY       30.44    600     744,861.00    84.4%
2024-02-29   300570   BUY       38.12    400     744,861.00    86.4%
2024-02-29   300620   BUY       43.08    400     744,861.00    88.7%
2024-03-01   002281   SELL      32.63   1200     799,306.00    84.6%
2024-03-01   000566   SELL       3.71  10000     799,306.00    80.0%
2024-03-04   002281   SELL      35.89    600     813,164.00    77.6%
2024-03-04   002156   BUY       25.07    800     813,164.00    80.1%
2024-03-04   300502   BUY       35.20    600     813,164.00    82.7%
2024-03-04   300570   BUY       41.96    500     813,164.00    85.3%
2024-03-04   300620   BUY       47.29    300     813,164.00    87.0%
2024-03-05   002281   SELL      35.05    300     817,945.00    85.8%
2024-03-05   002156   BUY       24.85    800     817,945.00    88.2%
2024-03-05   300620   BUY       50.51    200     817,945.00    89.5%
2024-03-05   300570   BUY       41.56    100     817,945.00    90.0%
2024-03-06   002281   SELL      37.45    100     808,676.00    89.4%
2024-03-06   002156   BUY       24.24    100     808,676.00    89.7%
2024-03-07   002281   SELL      35.00    100     788,261.00    89.0%
2024-03-07   300620   BUY       47.77    100     788,261.00    89.6%
2024-03-19   300620   SELL      57.27   1100     863,595.00    83.2%
2024-03-19   300502   BUY       39.06    500     863,595.00    85.5%
2024-03-19   300620   BUY       57.27    300     863,595.00    87.5%
2024-03-20   002156   BUY       25.05    700     857,842.00    89.4%
2024-03-20   300502   BUY       37.98    100     857,842.00    89.9%
2024-03-22   002735   SELL      14.41   1300     859,643.00    87.7%
2024-03-22   002156   BUY       24.69    700     859,643.00    89.7%
2024-03-25   002735   SELL      15.85    700     836,173.00    88.1%
2024-03-25   002156   BUY       22.74    600     836,173.00    89.8%
2024-03-26   002735   SELL      14.26    300     794,748.00    88.7%
2024-03-26   300502   BUY       35.72    200     794,748.00    89.6%
2024-03-27   002156   BUY       21.71    300     749,884.00    89.8%
2024-04-02   002735   SELL      13.73    200     776,839.00    89.8%
2024-04-03   300502   BUY       34.35    100     754,786.00    90.0%
2024-04-10   002156   BUY       20.73    100     724,627.00    89.8%
2024-04-15   002156   BUY       20.41    100     714,061.00    90.0%
2024-04-16   002156   BUY       19.57    200     673,861.00    90.0%
2024-04-29   300502   SELL      44.25   1300     789,281.00    84.1%
2024-04-29   002281   BUY       37.25    400     789,281.00    86.0%
2024-04-29   300502   BUY       44.25    400     789,281.00    88.3%
2024-04-29   300570   BUY       39.76    300     789,281.00    89.8%
2024-05-06   002735   SELL      13.99    100     775,021.00    89.4%
2024-05-06   002156   BUY       21.05    200     775,021.00    90.0%
2024-05-07   300620   SELL      44.46   1500     770,701.00    81.2%
2024-05-07   002156   BUY       20.62    900     770,701.00    83.7%
2024-05-07   002281   BUY       35.15    500     770,701.00    85.9%
2024-05-07   300570   BUY       38.76    100     770,701.00    86.4%
2024-05-08   002281   SELL      34.49   1000     760,227.00    81.7%
2024-05-08   002156   BUY       20.40    900     760,227.00    84.1%
2024-05-08   300620   BUY       42.89    400     760,227.00    86.4%
2024-05-08   300502   BUY       42.39    400     760,227.00    88.6%
2024-05-08   300570   BUY       37.05    200     760,227.00    89.6%
2024-05-09   002156   BUY       20.75    100     759,320.00    89.9%
2024-05-10   300293   SELL      12.92   8700     742,433.00    74.5%
2024-05-10   002156   BUY       19.95    400     742,433.00    75.6%
2024-05-10   002281   BUY       33.69    500     742,433.00    77.8%
2024-05-10   300502   BUY       42.49    400     742,433.00    80.1%
2024-05-10   300620   BUY       41.88    400     742,433.00    82.4%
2024-05-13   002281   BUY       33.25    500     740,643.00    84.6%
2024-05-13   002156   BUY       19.57    200     740,643.00    85.1%
2024-05-13   300620   BUY       41.54    300     740,643.00    86.8%
2024-05-13   300502   BUY       42.31    300     740,643.00    88.5%
2024-05-14   002156   SELL      19.54  11300     734,301.00    58.3%
2024-05-14   002281   SELL      33.07   1000     734,301.00    53.8%
2024-05-14   300620   BUY       41.87    400     734,301.00    56.1%
2024-05-14   300502   BUY       40.62    400     734,301.00    58.3%
2024-05-15   002156   BUY       20.82    900     731,657.00    60.7%
2024-05-15   002281   BUY       33.43    400     731,657.00    62.6%
2024-05-15   300502   BUY       40.94    400     731,657.00    64.8%
2024-05-15   300620   BUY       41.16    300     731,657.00    66.5%
2024-05-16   002156   BUY       20.67    800     743,401.00    69.2%
2024-05-16   002281   BUY       34.83    500     743,401.00    71.6%
2024-05-16   300620   BUY       41.77    500     743,401.00    74.4%
2024-05-17   002281   BUY       34.89    500     752,773.00    77.0%
2024-05-17   002156   BUY       20.73    700     752,773.00    79.0%
2024-05-17   300620   BUY       42.10    300     752,773.00    80.6%
2024-05-17   300502   BUY       43.08    400     752,773.00    82.9%
2024-05-20   002156   BUY       20.85    700     770,577.00    85.2%
2024-05-20   002281   BUY       36.57    500     770,577.00    87.6%
2024-05-20   300620   BUY       43.45    400     770,577.00    89.8%
2024-05-21   002156   BUY       20.38    100     758,161.00    89.9%
2024-05-24   002156   BUY       20.57    100     732,092.00    89.9%
2024-06-05   300293   BUY       14.76    100     726,766.00    90.0%
2024-06-14   300502   SELL      54.99   2000     782,551.00    76.6%
2024-06-14   002156   BUY       23.12    800     782,551.00    79.0%
2024-06-14   300293   BUY       15.60   1100     782,551.00    81.2%
2024-06-14   300502   BUY       54.99    100     782,551.00    81.9%
2024-06-17   300502   SELL      56.00   1100     785,993.00    74.2%
2024-06-17   300502   BUY       56.00    200     785,993.00    75.6%
2024-06-18   300502   SELL      58.39    600     796,144.00    71.5%
2024-06-18   002156   BUY       23.83    600     796,144.00    73.3%
2024-06-18   002281   BUY       35.26    500     796,144.00    75.5%
2024-06-18   002792   BUY       11.15   1600     796,144.00    77.7%
2024-06-18   300502   BUY       58.39    200     796,144.00    79.2%
2024-06-18   300293   BUY       16.60   1200     796,144.00    81.7%
2024-06-18   300570   BUY       34.34    600     796,144.00    84.3%
2024-06-18   300620   BUY       40.87    500     796,144.00    86.9%
2024-06-19   002156   BUY       24.67    600     795,961.00    88.7%
2024-06-19   002281   BUY       34.70    200     795,961.00    89.6%
2024-06-19   002792   BUY       11.05    200     795,961.00    89.9%
2024-06-20   300293   SELL      15.60   2400     772,605.00    84.7%
2024-06-20   002156   BUY       23.99    800     772,605.00    87.2%
2024-06-20   002281   BUY       33.92    400     772,605.00    89.0%
2024-06-20   002792   BUY       10.57    700     772,605.00    89.9%
2024-06-21   002792   SELL      10.69   2500     777,278.00    86.5%
2024-06-21   002156   BUY       23.70    700     777,278.00    88.7%
2024-06-21   300293   BUY       14.85    600     777,278.00    89.8%
2024-06-24   300293   SELL      14.36    600     751,917.00    88.3%
2024-06-24   002156   BUY       22.74    500     751,917.00    89.8%
2024-06-24   002792   BUY       10.08    100     751,917.00    90.0%
2024-06-25   002156   SELL      21.88   7300     733,434.00    68.0%
2024-06-25   002281   BUY       37.00    500     733,434.00    70.5%
2024-06-25   002792   BUY        9.98   1500     733,434.00    72.5%
2024-06-25   300293   BUY       14.83   1100     733,434.00    74.7%
2024-06-25   300502   BUY       53.61    200     733,434.00    76.2%
2024-06-26   002281   BUY       37.13    500     751,613.00    79.2%
2024-06-26   002156   BUY       22.49    800     751,613.00    81.6%
2024-06-26   002792   BUY       10.39   1600     751,613.00    83.9%
2024-06-26   300293   BUY       15.07   1000     751,613.00    85.9%
2024-06-26   300502   BUY       55.05    300     751,613.00    88.0%
2024-06-27   300293   BUY       14.14   1100     738,066.00    89.9%
2024-07-04   002792   BUY        9.97    200     722,103.00    90.0%
2024-07-09   600522   SELL      15.34    300     765,196.00    90.0%
2024-07-16   300570   SELL      32.43   6700     750,878.00    60.8%
2024-07-16   002156   BUY       23.68    800     750,878.00    63.3%
2024-07-16   300502   BUY       57.83    200     750,878.00    64.9%
2024-07-17   002281   BUY       35.68    500     741,641.00    66.9%
