date,total_asset,cash,market_value,frozen_cash,daily_return,cum_return,max_drawdown
2025-04-07,434979.0,89559.0,345420.0,410441.0,-0.0813750894910572,-0.130042,-0.13226800000000005
2025-04-08,424833.0,89559.0,335274.0,410441.0,-0.023325263978261068,-0.15033399999999997,-0.15256000000000003
2025-04-09,431445.0,89559.0,341886.0,410441.0,0.015563762702049955,-0.13710999999999995,-0.13933600000000002
2025-04-10,438969.0,89559.0,349410.0,410441.0,0.017439071028752196,-0.122062,-0.12428800000000007
2025-04-11,443871.0,89559.0,354312.0,410441.0,0.011167075579368912,-0.11225799999999997,-0.11448400000000003
2025-04-14,449343.0,89559.0,359784.0,410441.0,0.012327906080820794,-0.10131400000000002,-0.10354000000000008
2025-04-15,444669.0,89559.0,355110.0,410441.0,-0.010401853372590697,-0.11066200000000004,-0.1128880000000001
2025-04-16,442731.0,89559.0,353172.0,410441.0,-0.004358297969950686,-0.11453800000000003,-0.11676400000000009
2025-04-17,441021.0,89559.0,351462.0,410441.0,-0.003862390480901534,-0.11795800000000001,-0.12018400000000007
2025-04-18,454701.0,89559.0,365142.0,410441.0,0.031018931071309597,-0.09059799999999996,-0.09282400000000002
2025-04-21,453105.0,89559.0,363546.0,410441.0,-0.003509998878383769,-0.09379000000000004,-0.0960160000000001
2025-04-22,447063.0,89559.0,357504.0,410441.0,-0.013334657529711635,-0.10587400000000002,-0.10810000000000008
2025-04-23,450939.0,89559.0,361380.0,410441.0,0.00866991900470393,-0.09812200000000004,-0.1003480000000001
2025-04-24,445239.0,89559.0,355680.0,410441.0,-0.012640290593627923,-0.10952200000000001,-0.11174800000000007
2025-04-25,445809.0,89559.0,356250.0,410441.0,0.0012802113022443162,-0.10838199999999998,-0.11060800000000004
2025-04-28,443073.0,89559.0,353514.0,410441.0,-0.006137157392515635,-0.11385400000000001,-0.11608000000000007
2025-04-29,443985.0,89559.0,354426.0,410441.0,0.0020583515583210144,-0.11202999999999996,-0.11425600000000002
2025-04-30,449343.0,86403.0,362940.0,413597.0,0.012067975269434816,-0.10131400000000002,-0.10354000000000008
2025-05-06,458657.99999999994,86403.0,372254.99999999994,413597.0,0.02073026618863527,-0.08268400000000009,-0.08491000000000015
2025-05-07,457738.0,86403.0,371335.0,413597.0,-0.0020058518547587667,-0.08452400000000004,-0.0867500000000001
2025-05-08,462108.0,462108.0,0.0,413597.0,0.009546946069585616,-0.07578399999999996,-0.07801000000000002
2025-05-09,462108.0,462108.0,0.0,413597.0,0.0,-0.07578399999999996,-0.07801000000000002
2025-05-12,462108.0,462108.0,0.0,413597.0,0.0,-0.07578399999999996,-0.07801000000000002
