日期/时间,代码,名称,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额,换手率,涨幅%,振幅%,是否ST,量比,总股本,流通股本,总市值,流通市值,市盈率,市净率
20251215,000063,中兴通讯,36.9,37.13,36.38,36.4,37.3,136359186,5060885504,3.3856,-2.411,1.99,false,0.58,4783534887,4027621232,176225425237.08,148377566186.88,30.173654,2.350786
20251212,000063,中兴通讯,36.46,38.29,35.95,37.3,37.37,295769275,11059139584,7.3435,-0.185,6.27,false,1.42,4783534887,4027621232,180578441984.25,152042701508,30.918986,2.408854
20251211,000063,中兴通讯,40.51,40.51,37.37,37.37,41.52,436171362,16918579200,10.8302,-9.995,7.57,false,2.86,4783534887,4027360077,180913289426.34,152314758112.14,30.976319,2.413321
20251210,000063,中兴通讯,41.51,41.86,40.99,41.52,41.87,112848446,4719894528,2.802,-0.826,2.08,false,0.59,4783534887,4027360077,201004135951.74,169229670435.54,34.416312,2.681326
20251209,000063,中兴通讯,41.52,43.08,41.5,41.87,41.73,176312787,7555512320,4.3779,0.332,3.79,false,0.73,4783534887,4027360077,202678373162.19,170639246462.49,34.702978,2.703659
20251208,000063,中兴通讯,41.02,42.17,41.01,41.73,41.45,152076359,6429272064,3.7761,0.668,2.81,false,0.55,4783534887,4027360077,202008678278.01,170075416051.71,34.588312,2.694726
20251205,000063,中兴通讯,42.45,42.48,41.18,41.45,42.41,165802791,6986521600,4.1169,-2.26,3.08,false,0.61,4783534887,4027360077,200669288509.65,168947755230.15,34.358979,2.676859
20251204,000063,中兴通讯,42.31,42.98,41.92,42.41,42.79,154390238,6625696256,3.8335,-0.878,2.47,false,0.53,4783534887,4027360077,205309317350.04,172854294504.84,35.153454,2.738755
20251203,000063,中兴通讯,44.47,45.18,42.74,42.79,44.96,302888390,13400097792,7.5208,-4.835,5.43,false,1.15,4783534887,4027360077,207127060607.1,174384691334.1,35.464691,2.763003
20251202,000063,中兴通讯,47.2,47.2,44.47,44.96,45.75,438002305,20271708160,10.8757,-1.728,5.98,false,2.12,4783534887,4027360077,217650837358.5,183244883503.5,37.266592,2.903387
20251201,000063,中兴通讯,41.95,45.75,41.53,45.75,41.59,327257555,14665961472,8.1259,10.002,10.14,false,2.08,4783534887,4027360077,221477665268.1,186466771565.1,37.921829,2.954436
20251128,000063,中兴通讯,41.82,42.28,41.11,41.59,41.8,140096802,5892270080,3.4786,-0.497,2.81,false,0.94,4783534887,4027360077,201338983393.83,169511585640.93,34.473646,2.685792
20251127,000063,中兴通讯,41.88,42.84,41.02,41.8,40.48,261494670,11094588416,6.493,3.246,4.49,false,2.37,4783534887,4027360077,202343525720.1,170357331257.1,34.645645,2.699193
20251126,000063,中兴通讯,39.12,40.86,39.05,40.48,39.39,151758716,6205553152,3.7682,2.785,4.59,false,1.63,4783534887,4027360077,195981424320.39,165000942354.69,33.556314,2.614324
20251125,000063,中兴通讯,38.56,39.97,38.5,39.39,38.19,151104684,6025716736,3.752,3.131,3.86,false,1.92,4783534887,4027360077,190671700595.82,160530572669.22,32.647173,2.543495
20251124,000063,中兴通讯,37.75,38.67,37.47,38.19,37.62,82158420,3161839616,2.04,1.524,3.18,false,1,4783534887,4027360077,184883623382.55,155657466976.05,31.656127,2.466284
20251121,000063,中兴通讯,38.14,38.64,37.54,37.62,38.73,99937543,3846514432,2.4815,-2.858,2.83,false,1.3,4783534887,4027360077,182109173148.09,153321598131.39,31.181081,2.429273
20251120,000063,中兴通讯,39.29,39.5,38.67,38.73,38.82,67198837,2656227072,1.6686,-0.255,2.14,false,0.83,4783534887,4027360077,187466732221.53,157832241417.63,32.098412,2.500741
20251119,000063,中兴通讯,38.75,39.43,38.61,38.82,38.98,65518369,2581836800,1.6268,-0.406,2.1,false,0.69,4783534887,4027360077,187945085710.23,158234977425.33,32.180317,2.507122
20251118,000063,中兴通讯,38.6,39.34,38.43,38.98,38.74,78984680,3115580416,1.9612,0.638,2.35,false,0.77,4783534887,4027360077,188710451292.15,158879355037.65,32.311364,2.517332
20251117,000063,中兴通讯,39.11,39.52,38.44,38.74,39.29,98087659,3857551360,2.4355,-1.409,2.74,false,0.96,4783534887,4027360077,187514567570.4,157872515018.4,32.106603,2.50138
20251114,000063,中兴通讯,39.67,40.18,39.25,39.29,39.87,75455771,3027462400,1.8736,-1.462,2.33,false,0.72,4783534887,4027360077,190193347107.12,160127836661.52,32.565268,2.537114
20251113,000063,中兴通讯,39.11,40.12,38.98,39.87,39.26,85035481,3413382144,2.1114,1.561,2.89,false,0.69,4783534887,4027360077,193015632690.45,162503979106.95,33.048506,2.574762
20251112,000063,中兴通讯,39.63,39.88,38.74,39.26,40.42,134244074,5337907712,3.3333,-2.861,2.84,false,1.14,4783534887,4027360077,190049841060.51,160007015859.21,32.540697,2.535199
20251111,000063,中兴通讯,41.9,41.9,40.21,40.42,41.61,119779158,4943348224,2.9741,-2.873,4.06,false,0.98,4783534887,4027360077,195646576878.3,164719027149.3,33.498981,2.609858
20251110,000063,中兴通讯,41.2,41.75,41.01,41.61,41.23,94867699,3974226944,2.3556,0.935,1.8,false,0.72,4783534887,4027360077,201434654091.57,169592132842.47,34.490027,2.687069
20251107,000063,中兴通讯,41.55,41.64,41.11,41.23,42.1,93528781,3913369088,2.3223,-2.066,1.27,false,0.62,4783534887,4027360077,199569075485.64,168021462412.44,34.170599,2.662182
20251106,000063,中兴通讯,40.91,42.15,40.83,42.1,40.61,171531123,7220528640,4.2591,3.65,3.26,false,1.06,4783534887,4027360077,203778586186.2,171565539280.2,34.891359,2.718336
20251105,000063,中兴通讯,40.45,41.05,40.25,40.61,41.24,110508624,4552635904,2.7439,-1.51,1.94,false,0.5,4783534887,4027360077,196603283855.7,165524499164.7,33.66279,2.62262
20251104,000063,中兴通讯,42.1,42.49,40.91,41.24,42.28,141174163,5956845568,3.5054,-2.477,3.74,false,0.61,4783534887,4027360077,199616910834.51,168061736013.21,34.178789,2.662821
20251103,000063,中兴通讯,42.62,42.69,41.6,42.28,42.95,143913239,6131808256,3.5734,-1.542,2.53,false,0.59,4783534887,4027360077,204687457814.73,172330737694.83,35.046978,2.73046
20251031,000063,中兴通讯,44.12,44.13,42.89,42.95,44.3,186297077,8184852480,4.6258,-3.056,2.81,false,0.77,4783534887,4027360077,207892426189.02,175029068946.42,35.595739,2.773213
20251030,000063,中兴通讯,45.07,45.34,44.23,44.3,45.65,228519633,10333210624,5.6742,-2.965,2.42,false,1.01,4783534887,4027360077,214445868984.21,180546552251.91,36.717832,2.860634
20251029,000063,中兴通讯,44.91,46.15,44.06,45.65,48.81,399195903,18259603456,9.9121,-6.459,4.27,false,2.22,4783534887,4027360077,220999311779.4,186064035557.4,37.839925,2.948054
20251028,000063,中兴通讯,49.8,49.99,48.34,48.81,50.71,196055252,9748756480,4.8681,-3.761,3.25,false,1.06,4783534887,4027360077,236258788068.93,198911314203.03,30.485331,3.156927
20251027,000063,中兴通讯,49.9,51.88,49.51,50.71,49.26,207191737,10598538240,5.1446,2.949,4.81,false,1.14,4783534887,4027360077,245491010400.84,206684119151.64,31.676599,3.28029
20251024,000063,中兴通讯,48.22,49.54,47.9,49.26,47.62,180263335,8928361472,4.476,3.445,3.44,false,0.86,4783534887,4027360077,238459214116.95,200763899838.45,30.76926,3.18633
20251023,000063,中兴通讯,49.16,49.17,46.9,47.62,49.35,153119678,7360532992,3.802,-3.504,4.61,false,0.62,4783534887,4027360077,230518546204.53,194078482110.63,29.744647,3.080225
20251022,000063,中兴通讯,49.6,49.98,48.14,49.35,50.63,163856972,8130304000,4.0686,-2.537,3.63,false,0.62,4783534887,4027360077,238889732256.78,201126362245.38,30.824812,3.192082
20251021,000063,中兴通讯,48.29,51.33,47.73,50.63,48.02,224207585,11278479360,5.5671,5.432,7.49,false,0.77,4783534887,4027360077,245108327609.88,206361930345.48,31.62722,3.275176
20251020,000063,中兴通讯,48.42,49.28,47.27,48.02,48.05,188081515,9182116864,4.6701,-0.062,4.17,false,0.57,4783534887,4027360077,232479795508.2,195729699742.2,29.997714,3.106432
20251017,000063,中兴通讯,52.77,53.24,48.05,48.05,53.39,319595274,16078399488,7.9356,-9.994,9.72,false,0.88,4783534887,4027360077,232623301554.81,195850520544.51,30.016231,3.108349
20251016,000063,中兴通讯,49.81,54.61,49.81,53.39,49.8,336962904,18015223808,8.3668,7.202,9.62,false,0.88,4783534887,4027360077,258454389944.61,217598264960.31,33.349311,3.453508
20251015,000063,中兴通讯,50.43,51.07,47.96,49.8,49.61,244937954,12216470528,6.0818,0.398,6.27,false,0.67,4783534887,4027360077,241090158304.8,202978947880.8,31.108741,3.221485
20251014,000063,中兴通讯,53.47,55.19,49.41,49.61,53.03,366750968,19415044096,9.1065,-6.465,10.9,false,1.13,4783534887,4027360077,240133451327.4,202173475865.4,30.985293,3.208701
20251013,000063,中兴通讯,50.44,54.35,49.61,53.03,51.38,368249886,19317776384,9.1437,3.212,9.23,false,1.2,4783534887,4027360077,256732317385.29,216148415332.59,33.127105,3.430498
20251010,000063,中兴通讯,50.41,53.45,49.41,51.38,49.39,490694689,25514362880,12.184,4.042,8.18,false,1.88,4783534887,4027360077,248743814124,209422724004,32.09632,3.323754
20251009,000063,中兴通讯,45.34,49.61,45.32,49.39,45.1,450868585,22120683520,11.1951,9.509,9.51,false,2.2,4783534887,4027360077,239081073652.26,201287456648.46,30.849501,3.194639
20250930,000063,中兴通讯,44.68,45.63,44.13,45.1,44.58,149081871,6773192704,3.7017,1.175,3.37,false,0.69,4783534887,4027360077,218320532242.68,183808713914.28,28.170693,2.917234
20250929,000063,中兴通讯,43.89,45.06,43.11,44.58,43.94,165732749,7404033536,4.1152,1.439,4.43,false,0.74,4783534887,4027360077,215785258752.57,181674213073.47,27.843557,2.883357
20250926,000063,中兴通讯,44.82,46.49,43.3,43.94,45.26,274751909,12387881984,6.8221,-2.904,7.05,false,1.39,4783534887,4027360077,212723796424.89,179096702624.19,27.448526,2.842449
20250925,000063,中兴通讯,43.48,45.81,43.31,45.26,43.45,265946092,12084419584,6.6035,4.162,5.75,false,1.36,4783534887,4027360077,219085897824.6,184453091526.6,28.269451,2.92746
20250924,000063,中兴通讯,42.37,43.68,42,43.45,42.98,170832588,7400153600,4.2418,1.081,3.91,false,0.89,4783534887,4027360077,210332028981.39,177083022585.69,27.139907,2.81049
20250923,000063,中兴通讯,44.5,44.76,41.75,42.98,44.49,210379325,9153775616,5.2238,-3.376,6.77,false,1.13,4783534887,4027360077,208083767584.5,175190163349.5,26.849806,2.780448
20250922,000063,中兴通讯,43.57,45.21,43.34,44.49,43.26,199678040,8962316288,4.958,2.832,4.32,false,1.17,4783534887,4027360077,215354740612.74,181311750666.54,27.788006,2.877604
20250919,000063,中兴通讯,43.47,44.66,43.17,43.26,43.73,143703379,6367967744,3.5682,-1.062,3.41,false,0.77,4783534887,4027360077,209423157352.86,176317824171.06,27.022632,2.798345
20250918,000063,中兴通讯,43.78,45.2,42.97,43.73,43.61,250780818,11268108288,6.2269,0.272,5.12,false,1.33,4783534887,4027360077,211671418749.75,178210683407.25,27.312734,2.828387
20250917,000063,中兴通讯,43.69,44.71,43.08,43.61,43.78,152762323,6760498176,3.7931,-0.384,3.72,false,0.84,4783534887,4027360077,211097394563.31,177727400198.01,27.238665,2.820717
20250916,000063,中兴通讯,42.66,44.36,42.65,43.78,42.55,182967796,8082184192,4.5431,2.88,4.02,false,1.08,4783534887,4027360077,211910595494.1,178412051411.1,27.343595,2.831583
20250915,000063,中兴通讯,43.49,43.51,42.49,42.55,43.56,125341918,5438838784,3.1123,-2.314,2.34,false,0.72,4783534887,4027360077,205979012234.22,173418124915.62,26.578222,2.752324
20250912,000063,中兴通讯,42.52,44.72,42.52,43.56,43.22,221412621,9822820352,5.4977,0.777,5.1,false,1.34,4783534887,4027360077,210858217818.96,177526032194.16,27.207803,2.817521
20250911,000063,中兴通讯,40.69,43.81,40.1,43.22,40.6,258558096,11063660544,6.42,6.449,9.13,false,1.51,4783534887,4027360077,209231815957.38,176156729767.98,26.997943,2.795789
20250910,000063,中兴通讯,40.27,41.11,40.1,40.6,40.18,121846417,5020502528,3.0255,1.058,2.51,false,0.66,4783534887,4027360077,196555448506.83,165484225563.93,25.362265,2.626405
20250909,000063,中兴通讯,41.33,41.49,39.87,40.18,41.31,118595078,4865690624,2.9447,-2.727,3.92,false,0.54,4783534887,4027360077,194498528505.42,163752460730.82,25.096853,2.59892
20250908,000063,中兴通讯,41.35,41.96,40.61,41.31,41.32,155408356,6488447488,3.8588,-0.048,3.25,false,0.61,4783534887,4027360077,199951758276.6,168343651218.6,25.800503,2.671787
20250905,000063,中兴通讯,40.82,41.52,39.74,41.32,40.36,171662102,7068335616,4.2624,2.4,4.41,false,0.63,4783534887,4027360077,200047428974.34,168424198420.14,25.812848,2.673065
20250904,000063,中兴通讯,43.39,43.74,39.63,40.36,43.42,286618254,11960715264,7.1168,-7.055,9.47,false,1,4783534887,4027360077,195359564785.08,164477385544.68,25.207956,2.610425
20250903,000063,中兴通讯,44.29,44.79,42.85,43.42,44.3,185077993,8174452736,4.5955,-1.985,4.39,false,0.6,4783534887,4027360077,210188522934.78,176962201783.38,27.12139,2.808572
20250902,000063,中兴通讯,47.1,47.63,43.53,44.3,47.43,302199658,13876967424,7.5037,-6.604,8.65,false,1.03,4783534887,4027360077,214445868984.21,180546552251.91,27.670731,2.86546
20250901,000063,中兴通讯,45.82,48.3,45.46,47.43,44.9,322863809,15332547584,8.0168,5.634,6.34,false,1.01,4783534887,4027360077,229609674576,193313283696,29.627372,3.068081
20250829,000063,中兴通讯,45.56,45.8,44.47,44.9,46.86,265928498,12094795776,6.603,-4.176,2.85,false,0.75,4783534887,4027360077,217363825265.28,183003241898.88,28.047246,2.90445
20250828,000063,中兴通讯,43.48,46.88,43.23,46.86,43.58,353370637,16286232576,8.7742,7.528,8.37,false,0.91,4783534887,4027360077,226835224341.54,190977414851.34,27.877061,3.138143
20250827,000063,中兴通讯,44.76,46.03,43.48,43.58,44.49,288887778,13093776384,7.1731,-2.044,5.73,false,0.73,4783534887,4027360077,210953888516.7,177606579395.7,25.925314,2.918433
20250826,000063,中兴通讯,44.48,45.44,43.83,44.49,45.3,242269171,10938261504,6.0156,-1.789,3.53,false,0.62,4783534887,4027360077,215354740612.74,181311750666.54,26.466159,2.979316
20250825,000063,中兴通讯,47.02,47.33,43.95,45.3,46,447663969,20601147392,11.1155,-1.525,7.35,false,1.19,4783534887,4027360077,219277239220.08,184614185929.68,26.948217,3.033582
20250822,000063,中兴通讯,42.98,46.13,42,46,42.06,443629570,19832363008,11.0154,9.375,9.82,false,1.46,4783534887,4027360077,222673548989.85,187473611584.35,27.365609,3.080568
20250821,000063,中兴通讯,43.01,43.41,41.8,42.06,39.47,510560082,21992747008,12.6772,6.56,4.08,false,2.29,4783534887,4027360077,203587244790.72,171404444877.12,25.019985,2.816519
20250820,000063,中兴通讯,37.65,39.91,36.98,39.47,37.35,337923758,13222735872,8.3907,5.661,7.86,false,1.8,4783534887,4027360077,191054383386.78,160852761475.38,23.479751,2.643134
20250819,000063,中兴通讯,37.31,37.72,36.93,37.35,37.86,210663950,7958206976,5.2308,-1.331,2.09,false,1.3,4783534887,4027360077,180817618728.6,152234210910.6,22.221697,2.501514
20250818,000063,中兴通讯,35.03,38.27,35.03,37.86,34.79,385922318,14703286272,9.5825,8.804,9.32,false,4.05,4783534887,4027360077,183257221520.97,154288164549.87,22.521514,2.535264
20250815,000063,中兴通讯,34.29,34.87,34.29,34.79,34.4,79052758,2773536512,1.9629,1.149,1.69,false,0.89,4783534887,4027360077,168428263371.27,141803348311.17,20.6991,2.330114
20250814,000063,中兴通讯,35,35.14,34.37,34.4,35.08,102818630,3613913856,2.553,-1.944,2.2,false,1.28,4783534887,4027360077,166514849416.47,140192404280.37,20.463949,2.303643
20250813,000063,中兴通讯,34.14,35.08,34.1,35.08,34.14,161077819,5661894656,3.9996,2.75,2.87,false,2.67,4783534887,4027360077,169815488488.5,142971282733.5,20.869584,2.349305
20250812,000063,中兴通讯,33.6,34.24,33.49,34.14,33.6,83261946,2859970048,2.0674,1.618,2.24,false,1.49,4783534887,4027360077,165271130345.85,139145290660.35,20.311102,2.286437
20250811,000063,中兴通讯,33.39,33.76,33.38,33.6,33.38,50037762,1702018688,1.2424,0.651,1.12,false,0.93,4783534887,4027360077,162640186158,136930242618,19.98777,2.250039
20250808,000063,中兴通讯,33.76,33.79,33.35,33.38,33.79,48431216,1642794240,1.2026,-1.199,1.29,false,0.81,4783534887,4027360077,161587808482.86,136044223401.06,19.858438,2.23548
20250807,000063,中兴通讯,34.13,34.28,33.62,33.79,34.14,59849986,2049471744,1.4861,-1.042,1.94,false,0.85,4783534887,4027360077,163549057786.53,137695441032.63,20.099467,2.262613
20250806,000063,中兴通讯,33.94,34.64,33.68,34.14,34.01,60412669,2085994624,1.5001,0.378,2.82,false,0.82,4783534887,4027360077,165271130345.85,139145290660.35,20.311102,2.286437
20250805,000063,中兴通讯,33.53,34.14,33.53,34.01,33.47,61492521,2104820864,1.5269,1.624,1.83,false,0.67,4783534887,4027360077,164649270810.54,138621733850.34,20.234678,2.277834
20250804,000063,中兴通讯,33.2,33.48,33.19,33.47,33.5,37928775,1279438976,0.9418,-0.089,0.86,false,0.4,4783534887,4027360077,162018326622.69,136406685807.99,19.911346,2.241436
20250801,000063,中兴通讯,33.82,34.17,33.16,33.5,33.88,78598461,2674808832,1.9516,-1.137,2.97,false,0.85,4783534887,4027360077,162161832669.3,136527506610.3,19.928983,2.243421
20250731,000063,中兴通讯,34.18,35.05,33.77,33.88,34.19,113587805,3964945664,2.8204,-0.896,3.76,false,1.26,4783534887,4027360077,164027411275.23,138098177040.33,20.158254,2.26923
20250730,000063,中兴通讯,34.55,34.68,33.95,34.19,34.67,76581180,2660685056,1.9015,-1.396,2.11,false,0.86,4783534887,4027360077,165510307090.2,139346658664.2,20.340496,2.289745
20250729,000063,中兴通讯,33.73,35.36,33.11,34.67,34.06,149059110,5137128960,3.7011,1.799,6.59,false,2.05,4783534887,4027360077,167854239184.83,141320065101.93,20.628555,2.322173
20250728,000063,中兴通讯,34.12,34.26,33.86,34.06,33.98,55473677,1911719936,1.3774,0.233,1.16,false,0.73,4783534887,4027360077,164888447554.89,138823101854.19,20.264072,2.281142
20250725,000063,中兴通讯,34.23,34.24,33.68,33.98,34.26,66062165,2268594688,1.6403,-0.808,1.64,false,0.83,4783534887,4027360077,164505764763.93,138500913048.03,20.217042,2.275848
20250724,000063,中兴通讯,33.49,34.44,33.41,34.26,33.49,103503424,3552664576,2.57,2.302,3.07,false,1.15,4783534887,4027360077,165845154532.29,139628573869.59,20.381647,2.294378
20250723,000063,中兴通讯,33.49,33.83,33.35,33.49,33.55,69232444,2348470016,1.719,-0.177,1.44,false,0.76,4783534887,4027360077,162113997320.43,136487233009.53,19.923104,2.242759
20250722,000063,中兴通讯,33.71,33.8,33.33,33.55,33.84,70118948,2378126848,1.7411,-0.876,1.37,false,0.71,4783534887,4027360077,162401009413.65,136728874614.15,19.958376,2.24673
20250721,000063,中兴通讯,33.81,33.93,33.54,33.84,33.81,72688397,2480094976,1.8049,0.088,1.17,false,0.76,4783534887,4027360077,163836069879.75,137937082637.25,20.134739,2.266583
