date,close,pe_ttm,pb,total_mv,float_mv,total_share,float_share,is_st
2020-01-02,6.69,37.255408,1.281579,12360740882.13,6451910359.35,1847644377,964411115,False
2020-01-03,6.89,38.369172,1.319893,12730269757.53,6644792582.35,1847644377,964411115,False
2020-01-06,6.85,38.14642,1.31223,12656363982.45,6606216137.75,1847644377,964411115,False
2020-01-07,6.87,38.257796,1.316061,12693316869.99,6625504360.05,1847644377,964411115,False
2020-01-08,6.77,37.700914,1.296905,12508552432.29,6529063248.55,1847644377,964411115,False
2020-01-09,6.81,37.923667,1.304567,12582458207.37,6567639693.15,1847644377,964411115,False
2020-01-10,6.74,37.533849,1.291158,12453123100.98,6500130915.1,1847644377,964411115,False
2020-01-13,6.87,38.257796,1.316061,12693316869.99,6625504360.05,1847644377,964411115,False
2020-01-14,6.87,38.257796,1.316061,12693316869.99,6625504360.05,1847644377,964411115,False
2020-01-15,6.8,37.867979,1.302652,12563981763.6,6557995582.0,1847644377,964411115,False
2020-01-16,6.67,37.144032,1.277748,12323787994.59,6432622137.05,1847644377,964411115,False
2020-01-17,6.62,36.865591,1.26817,12231405775.74,6384401581.3,1847644377,964411115,False
2020-01-20,6.74,37.533849,1.291158,12453123100.98,6500130915.1,1847644377,964411115,False
2020-01-21,6.62,36.865591,1.26817,12231405775.74,6384401581.3,1847644377,964411115,False
2020-01-22,6.66,37.088344,1.275832,12305311550.82,6422978025.9,1847644377,964411115,False
2020-01-23,6.69,37.255408,1.281579,12360740882.13,6451910359.35,1847644377,964411115,False
2020-02-03,6.95,38.703302,1.331387,12841128420.15,6702657249.25,1847644377,964411115,False
2020-02-04,7.45,41.487712,1.42717,13764950608.65,7184862806.75,1847644377,964411115,False
2020-02-05,7.83,43.603864,1.499965,14467055471.91,7551339030.45,1847644377,964411115,False
2020-02-06,8.6,47.891855,1.647471,15889741642.2,8293935589.0,1847644377,964411115,False
2020-02-07,8.19,45.608639,1.568929,15132207447.63,7898527031.85,1847644377,964411115,False
2020-02-10,8.4,47.236833,1.624938,15672415819.2,8101053366.0,1865763788,964411115,False
2020-02-11,7.75,43.581602,1.499199,14459669357.0,7474186141.25,1865763788,964411115,False
2020-02-12,7.78,43.750305,1.505003,14515642270.64,7503118474.7,1865763788,964411115,False
2020-02-13,7.6,42.738087,1.470182,14179804788.8,7329524474.0,1865763788,964411115,False
2020-02-14,7.65,43.019259,1.479855,14273092978.2,7377745029.75,1865763788,964411115,False
2020-02-17,7.87,44.256414,1.522413,14683561011.56,7589915475.05,1865763788,964411115,False
2020-02-18,7.72,43.412899,1.493396,14403696443.36,7445253807.8,1865763788,964411115,False
2020-02-19,7.56,43.412899,1.493396,14105174237.28,7290948029.4,1865763788,964411115,False
2020-02-20,7.63,42.90679,1.475986,14235777702.44,7358456807.45,1865763788,964411115,False
2020-02-21,7.72,43.412899,1.493396,14403696443.36,7445253807.8,1865763788,964411115,False
2020-02-24,7.93,44.59382,1.534019,14795506838.84,7647780141.95,1865763788,964411115,False
2020-02-25,7.76,43.637836,1.501134,14478326994.88,7483830252.4,1865763788,964411115,False
2020-02-26,7.66,43.075493,1.481789,14291750616.08,7387389140.9,1865763788,964411115,False
2020-02-27,7.55,42.456915,1.46051,14086516599.4,7281303918.25,1865763788,964411115,False
2020-02-28,7.02,39.476496,1.357984,13097661791.76,6770166027.3,1865763788,964411115,False
2020-03-02,7.23,40.657417,1.398608,13489472187.24,6972692361.45,1865763788,964411115,False
2020-03-03,7.2,40.488714,1.392804,13433499273.6,6943760028.0,1865763788,964411115,False
2020-03-04,7.23,40.657417,1.398608,13489472187.24,6972692361.45,1865763788,964411115,False
2020-03-05,7.45,41.894572,1.441166,13899940220.6,7184862806.75,1865763788,964411115,False
2020-03-06,7.47,42.007041,1.445035,13937255496.36,7204151029.05,1865763788,964411115,False
2020-03-09,7.18,40.376245,1.388936,13396183997.84,6924471805.7,1865763788,964411115,False
2020-03-10,7.22,40.601183,1.396673,13470814549.36,6963048250.3,1865763788,964411115,False
2020-03-11,7.24,40.713651,1.400542,13508129825.12,6982336472.6,1865763788,964411115,False
2020-03-12,7.07,39.757668,1.367657,13190949981.16,6818386583.05,1865763788,964411115,False
2020-03-13,6.9,38.801684,1.334771,12873770137.2,6654436693.5,1865763788,964411115,False
2020-03-16,6.71,37.733232,1.298016,12519275017.48,6471198581.65,1865763788,964411115,False
2020-03-17,6.58,37.002186,1.272868,12276725725.04,6345825136.7,1865763788,964411115,False
2020-03-18,6.43,36.158671,1.243852,11996861156.84,6201163469.45,1865763788,964411115,False
2020-03-19,6.52,36.66478,1.261262,12164779897.76,6287960469.8,1865763788,964411115,False
2020-03-20,6.54,36.777248,1.265131,12202095173.52,6307248692.1,1865763788,964411115,False
2020-03-23,7.19,40.43248,1.39087,13414841635.72,6934115916.85,1865763788,964411115,False
2020-03-24,7.4,41.6134,1.431493,13806652031.2,7136642251.0,1865763788,964411115,False
2020-03-25,7.5,42.175744,1.450838,13993228410.0,7233083362.5,1865763788,964411115,False
2020-03-26,7.62,42.850556,1.474051,14217120064.56,7348812696.3,1865763788,964411115,False
2020-03-27,7.34,41.275994,1.419887,13694706203.92,7078777584.1,1865763788,964411115,False
2020-03-30,7.58,42.625618,1.466314,14142489513.04,7310236251.7,1865763788,964411115,False
2020-03-31,7.87,44.256414,1.522413,14683561011.56,7589915475.05,1865763788,964411115,False
2020-04-01,7.49,42.119509,1.448903,13974570772.12,7223439251.35,1865763788,964411115,False
2020-04-02,7.36,41.388463,1.423756,13732021479.68,7098065806.4,1865763788,964411115,False
2020-04-03,7.36,41.388463,1.423756,13732021479.68,7098065806.4,1865763788,964411115,False
2020-04-07,7.97,44.818757,1.541757,14870137390.36,7686356586.55,1865763788,964411115,False
2020-04-08,7.81,43.919008,1.510806,14571615184.28,7532050808.15,1865763788,964411115,False
2020-04-09,7.7,43.30043,1.489527,14366381167.6,7425965585.5,1865763788,964411115,False
2020-04-10,7.37,41.444697,1.42569,13750679117.56,7107709917.55,1865763788,964411115,False
2020-04-13,7.41,41.669635,1.433428,13825309669.08,7146286362.15,1865763788,964411115,False
2020-04-14,7.5,23.604459,1.450838,13993228410.0,7233083362.5,1865763788,964411115,False
2020-04-15,7.68,24.170966,1.485658,14329065891.84,7406677363.2,1865763788,964411115,False
2020-04-16,7.54,23.73035,1.458576,14067858961.52,7271659807.1,1865763788,964411115,False
2020-04-17,7.48,23.541514,1.446969,13955913134.24,7213795140.2,1865763788,964411115,False
2020-04-20,7.71,24.265384,1.491461,14385038805.48,7435609696.65,1865763788,964411115,False
2020-04-21,7.62,23.98213,1.474051,14217120064.56,7348812696.3,1865763788,964411115,False
2020-04-22,7.91,24.894836,1.53015,14758191563.08,7628491919.65,1865763788,964411115,False
2020-04-23,7.99,25.146617,1.545626,14907452666.12,7705644808.85,1865763788,964411115,False
2020-04-24,8.07,25.398398,1.561102,15056713769.16,7782797698.05,1865763788,964411115,False
2020-04-27,8.01,25.209562,1.549495,14944767941.88,7724933031.15,1865763788,964411115,False
2020-04-28,7.62,22.369081,1.433197,14217120064.56,7348812696.3,1865763788,964411115,False
2020-04-29,7.37,21.635188,1.386176,13750679117.56,7107709917.55,1865763788,964411115,False
2020-04-30,7.42,21.781966,1.39558,13843967306.96,7155930473.3,1865763788,964411115,False
2020-05-06,7.56,22.192947,1.421912,14105174237.28,7290948029.4,1865763788,964411115,False
2020-05-07,7.75,22.750706,1.457648,14459669357.0,7474186141.25,1865763788,964411115,False
2020-05-08,7.7,22.603927,1.448244,14366381167.6,7425965585.5,1865763788,964411115,False
2020-05-11,7.6,22.31037,1.429435,14179804788.8,7329524474.0,1865763788,964411115,False
2020-05-12,7.67,22.51586,1.442601,14310408253.96,7397033252.05,1865763788,964411115,False
2020-05-13,7.57,22.222303,1.423793,14123831875.16,7300592140.55,1865763788,964411115,False
2020-05-14,7.29,21.400342,1.37113,13601418014.52,7030557028.35,1865763788,964411115,False
2020-05-15,7.35,21.576476,1.382415,13713363841.8,7088421695.25,1865763788,964411115,False
2020-05-18,7.45,21.870034,1.401223,13899940220.6,7184862806.75,1865763788,964411115,False
2020-05-19,7.38,21.664543,1.388057,13769336755.44,7117354028.7,1865763788,964411115,False
2020-05-20,7.2,21.13614,1.354202,13433499273.6,6943760028.0,1865763788,964411115,False
2020-05-21,7.09,20.813227,1.333513,13228265256.92,6837674805.35,1865763788,964411115,False
2020-05-22,6.94,20.37289,1.3053,12948400688.72,6693013138.1,1865763788,964411115,False
2020-05-25,6.95,20.402246,1.307181,12967058326.6,6702657249.25,1865763788,964411115,False
2020-05-26,6.94,20.37289,1.3053,12948400688.72,6693013138.1,1865763788,964411115,False
2020-05-27,6.85,20.108689,1.288373,12780481947.8,6606216137.75,1865763788,964411115,False
2020-05-28,6.81,19.991266,1.280849,12705851396.28,6567639693.15,1865763788,964411115,False
2020-05-29,6.83,20.049977,1.284611,12743166672.04,6586927915.45,1865763788,964411115,False
2020-06-01,6.97,20.460958,1.310943,13004373602.36,6721945471.55,1865763788,964411115,False
2020-06-02,7.03,20.637092,1.322228,13116319429.64,6779810138.45,1865763788,964411115,False
2020-06-03,6.97,20.460958,1.310943,13004373602.36,6721945471.55,1865763788,964411115,False
2020-06-04,7.04,20.666448,1.324109,13134977067.52,6789454249.6,1865763788,964411115,False
2020-06-05,6.96,20.431602,1.309062,12985715964.48,6712301360.4,1865763788,964411115,False
2020-06-08,6.97,20.460958,1.310943,13004373602.36,6721945471.55,1865763788,964411115,False
2020-06-09,6.98,20.490313,1.312824,13023031240.24,6731589582.7,1865763788,964411115,False
2020-06-10,6.91,20.284823,1.299658,12892427775.08,6664080804.65,1865763788,964411115,False
2020-06-11,6.8,19.96191,1.278969,12687193758.4,6557995582.0,1865763788,964411115,False
2020-06-12,6.78,19.903198,1.275207,12649878482.64,6538707359.7,1865763788,964411115,False
2020-06-15,6.88,20.196756,1.294015,12836454861.44,6635148471.2,1865763788,964411115,False
2020-06-16,6.92,20.314179,1.301539,12911085412.96,6673724915.8,1865763788,964411115,False
2020-06-17,7.03,20.637092,1.322228,13116319429.64,6779810138.45,1865763788,964411115,False
2020-06-18,6.96,20.431602,1.309062,12985715964.48,6712301360.4,1865763788,964411115,False
2020-06-19,6.97,20.460958,1.310943,13004373602.36,6721945471.55,1865763788,964411115,False
2020-06-22,6.93,20.343535,1.303419,12929743050.84,6683369026.95,1865763788,964411115,False
2020-06-23,6.81,19.991266,1.280849,12705851396.28,6567639693.15,1865763788,964411115,False
2020-06-24,6.79,19.932554,1.277088,12668536120.52,6548351470.85,1865763788,964411115,False
2020-06-29,6.83,20.049977,1.284611,12743166672.04,6586927915.45,1865763788,964411115,False
2020-06-30,6.83,20.049977,1.284611,12743166672.04,6586927915.45,1865763788,964411115,False
2020-07-01,6.85,20.108689,1.288373,12780481947.8,6606216137.75,1865763788,964411115,False
2020-07-02,6.95,20.402246,1.307181,12967058326.6,6702657249.25,1865763788,964411115,False
2020-07-03,7.03,20.637092,1.322228,13116319429.64,6779810138.45,1865763788,964411115,False
2020-07-06,7.32,21.488409,1.376772,13657390928.16,7059489361.8,1865763788,964411115,False
2020-07-07,7.3,21.429697,1.37301,13620075652.4,7040201139.5,1865763788,964411115,False
2020-07-08,7.44,21.840678,1.399342,13881282582.72,7175218695.6,1865763788,964411115,False
2020-07-09,7.6,22.31037,1.429435,14179804788.8,7329524474.0,1865763788,964411115,False
2020-07-10,7.48,21.958101,1.406865,13955913134.24,7213795140.2,1865763788,964411115,False
2020-07-13,7.95,23.337821,1.495265,14832822114.6,7667068364.25,1865763788,964411115,False
2020-07-14,8.01,23.513956,1.50655,14944767941.88,7724933031.15,1865763788,964411115,False
2020-07-15,7.84,23.014908,1.474576,14627588097.92,7560983141.6,1865763788,964411115,False
2020-07-16,7.52,22.075524,1.414389,14030543685.76,7252371584.8,1865763788,964411115,False
2020-07-17,7.58,22.251658,1.425674,14142489513.04,7310236251.7,1865763788,964411115,False
2020-07-20,7.86,23.073619,1.478337,14664903373.68,7580271363.9,1865763788,964411115,False
2020-07-21,7.77,22.809418,1.46141,14496984632.76,7493474363.55,1865763788,964411115,False
2020-07-22,7.78,22.838773,1.463291,14515642270.64,7503118474.7,1865763788,964411115,False
2020-07-23,7.73,22.691995,1.453886,14422354081.24,7454897918.95,1865763788,964411115,False
2020-07-24,7.62,22.369081,1.433197,14217120064.56,7348812696.3,1865763788,964411115,False
2020-07-27,7.79,22.868129,1.465171,14534299908.52,7512762585.85,1865763788,964411115,False
