date,close,pe_ttm,pb,total_mv,float_mv,total_share,float_share,is_st
2020-01-02,5.53,-53.453621,2.749207,5110645921.08,5105528016.68,924167436,923241956,False
2020-01-03,5.48,-52.970315,2.72435,5064437549.28,5059365918.88,924167436,923241956,False
2020-01-06,5.61,-54.22691,2.788979,5184579315.96,5179387373.16,924167436,923241956,False
2020-01-07,5.59,-54.033588,2.779036,5166095967.24,5160922534.04,924167436,923241956,False
2020-01-08,5.42,-52.390348,2.694521,5008987503.12,5003971401.52,924167436,923241956,False
2020-01-09,5.45,-52.680332,2.709436,5036712526.2,5031668660.2,924167436,923241956,False
2020-01-10,5.35,-51.71372,2.659721,4944295782.6,4939344464.6,924167436,923241956,False
2020-01-13,5.4,-52.197026,2.684578,4990504154.4,4985506562.4,924167436,923241956,False
2020-01-14,5.44,-52.583671,2.704464,5027470851.84,5022436240.64,924167436,923241956,False
2020-01-15,5.28,-51.037092,2.624921,4879604062.08,4874717527.68,924167436,923241956,False
2020-01-16,5.24,-50.650447,2.605035,4842637364.64,4837787849.44,924167436,923241956,False
2020-01-17,5.17,-49.973819,2.570235,4777945644.12,4773160912.52,924167436,923241956,False
2020-01-20,5.12,-49.490513,2.545378,4731737272.32,4726998814.72,924167436,923241956,False
2020-01-21,5.02,-48.523902,2.495664,4639320528.72,4634674619.12,924167436,923241956,False
2020-01-22,5.02,-48.523902,2.495664,4639320528.72,4634674619.12,924167436,923241956,False
2020-01-23,4.86,-46.977323,2.41612,4491453738.96,4486955906.16,924167436,923241956,False
2020-02-03,4.37,-42.240927,2.17252,4038611695.32,4034567347.72,924167436,923241956,False
2020-02-04,4.15,-40.114381,2.063148,3835294859.4,3831454117.4,924167436,923241956,False
2020-02-05,4.31,-41.66096,2.142691,3983161649.16,3979172830.36,924167436,923241956,False
2020-02-06,4.39,-42.434249,2.182463,4057095044.04,4053032186.84,924167436,923241956,False
2020-02-07,4.39,-42.434249,2.182463,4057095044.04,4053032186.84,924167436,923241956,False
2020-02-10,4.6,-44.464133,2.286863,4251170205.6,4246912997.6,924167436,923241956,False
2020-02-11,4.58,-44.270811,2.27692,4232686856.88,4228448158.48,924167436,923241956,False
2020-02-12,4.83,-46.68734,2.401206,4463728715.88,4459258647.48,924167436,923241956,False
2020-02-13,4.8,-46.397356,2.386292,4436003692.8,4431561388.8,924167436,923241956,False
2020-02-14,4.84,-46.784001,2.406178,4472970390.24,4468491067.04,924167436,923241956,False
2020-02-17,5.05,-48.813885,2.510578,4667045551.8,4662371877.8,924167436,923241956,False
2020-02-18,5.17,-49.973819,2.570235,4777945644.12,4773160912.52,924167436,923241956,False
2020-02-19,5.02,-48.523902,2.495664,4639320528.72,4634674619.12,924167436,923241956,False
2020-02-20,5.04,-48.717224,2.505606,4657803877.44,4653139458.24,924167436,923241956,False
2020-02-21,5.04,-48.717224,2.505606,4657803877.44,4653139458.24,924167436,923241956,False
2020-02-24,5.06,-48.910547,2.515549,4676287226.16,4671604297.36,924167436,923241956,False
2020-02-25,4.93,-47.653951,2.450921,4556145459.48,4551582843.08,924167436,923241956,False
2020-02-26,4.94,-47.750613,2.455892,4565387133.84,4560815262.64,924167436,923241956,False
2020-02-27,4.87,-47.073985,2.421092,4500695413.32,4496188325.72,924167436,923241956,False
2020-02-28,4.48,-43.304199,2.227206,4140270113.28,4136123962.88,924167436,923241956,False
2020-03-02,4.67,-45.140761,2.321663,4315861926.12,4311539934.52,924167436,923241956,False
2020-03-03,4.74,-45.817389,2.356463,4380553646.64,4376166871.44,924167436,923241956,False
2020-03-04,4.75,-45.914051,2.361435,4389795321.0,4385399291.0,924167436,923241956,False
2020-03-05,4.88,-47.170646,2.426063,4509937087.68,4505420745.28,924167436,923241956,False
2020-03-06,4.87,-47.073985,2.421092,4500695413.32,4496188325.72,924167436,923241956,False
2020-03-09,4.59,-44.367472,2.281892,4241928531.24,4237680578.04,924167436,923241956,False
2020-03-10,4.67,-45.140761,2.321663,4315861926.12,4311539934.52,924167436,923241956,False
2020-03-11,4.7,-45.430745,2.336577,4343586949.2,4339237193.2,924167436,923241956,False
2020-03-12,4.55,-43.980827,2.262006,4204961833.8,4200750899.8,924167436,923241956,False
2020-03-13,4.47,-43.207538,2.222234,4131028438.92,4126891543.32,924167436,923241956,False
2020-03-16,4.39,-42.434249,2.182463,4057095044.04,4053032186.84,924167436,923241956,False
2020-03-17,4.28,-41.370976,2.127777,3955436626.08,3951475571.68,924167436,923241956,False
2020-03-18,4.15,-40.114381,2.063148,3835294859.4,3831454117.4,924167436,923241956,False
2020-03-19,4.13,-39.921059,2.053205,3816811510.68,3812989278.28,924167436,923241956,False
2020-03-20,4.2,-40.597687,2.088005,3881503231.2,3877616215.2,924167436,923241956,False
2020-03-23,4.05,-12.925453,2.013434,3742878115.8,3739129921.8,924167436,923241956,False
2020-03-24,4.17,-13.308429,2.073091,3853778208.12,3849918956.52,924167436,923241956,False
2020-03-25,4.24,-13.531832,2.107891,3918469928.64,3914545893.44,924167436,923241956,False
2020-03-26,4.24,-13.531832,2.107891,3918469928.64,3914545893.44,924167436,923241956,False
2020-03-27,4.17,-13.308429,2.073091,3853778208.12,3849918956.52,924167436,923241956,False
2020-03-30,4.06,-12.957368,2.018405,3752119790.16,3748362341.36,924167436,923241956,False
2020-03-31,4.16,-13.276515,2.06812,3844536533.76,3840686536.96,924167436,923241956,False
2020-04-01,4.13,-13.180771,2.053205,3816811510.68,3812989278.28,924167436,923241956,False
2020-04-02,4.19,-13.372259,2.083034,3872261556.84,3868383795.64,924167436,923241956,False
2020-04-03,4.15,-13.2446,2.063148,3835294859.4,3831454117.4,924167436,923241956,False
2020-04-07,4.25,-13.563747,2.112863,3927711603.0,3923778313.0,924167436,923241956,False
2020-04-08,4.3,-13.723321,2.13772,3973919974.8,3969940410.8,924167436,923241956,False
2020-04-09,4.28,-13.659491,2.127777,3955436626.08,3951475571.68,924167436,923241956,False
2020-04-10,4.16,-13.276515,2.06812,3844536533.76,3840686536.96,924167436,923241956,False
2020-04-13,4.14,-13.212685,2.058177,3826053185.04,3822221697.84,924167436,923241956,False
2020-04-14,4.2,-13.404174,2.088005,3881503231.2,3877616215.2,924167436,923241956,False
2020-04-15,4.13,-13.180771,2.053205,3816811510.68,3812989278.28,924167436,923241956,False
2020-04-16,4.13,-13.180771,2.053205,3816811510.68,3812989278.28,924167436,923241956,False
2020-04-17,4.11,-13.116941,2.043262,3798328161.96,3794524439.16,924167436,923241956,False
2020-04-20,4.1,-13.085027,2.038291,3789086487.6,3785292019.6,924167436,923241956,False
2020-04-21,4.05,-12.925453,2.013434,3742878115.8,3739129921.8,924167436,923241956,False
2020-04-22,4.11,-13.116941,2.043262,3798328161.96,3794524439.16,924167436,923241956,False
2020-04-23,4.11,-13.116941,2.043262,3798328161.96,3794524439.16,924167436,923241956,False
2020-04-24,4.04,-12.893538,2.008462,3733636441.44,3729897502.24,924167436,923241956,False
2020-04-27,4.03,-12.861624,2.003491,3724394767.08,3720665082.68,924167436,923241956,False
2020-04-28,3.89,-12.464461,2.133783,3595011326.04,3591411208.84,924167436,923241956,False
2020-04-29,3.84,-10.30268,2.184921,3548802954.24,3545249111.04,924167436,923241956,False
2020-04-30,3.92,-10.517319,2.23044,3622736349.12,3619108467.52,924167436,923241956,False
2020-05-06,4.07,-10.919768,2.315788,3761361464.52,3757594760.92,924167436,923241956,False
2020-05-07,4.12,-11.053917,2.344238,3807569836.32,3803756858.72,924167436,923241956,False
2020-05-08,4.13,-11.080747,2.349928,3816811510.68,3812989278.28,924167436,923241956,False
2020-05-11,4.11,-11.027087,2.338548,3798328161.96,3794524439.16,924167436,923241956,False
2020-05-12,4.1,-11.000258,2.332858,3789086487.6,3785292019.6,924167436,923241956,False
2020-05-13,4.1,-11.000258,2.332858,3789086487.6,3785292019.6,924167436,923241956,False
2020-05-14,4.1,-11.000258,2.332858,3789086487.6,3785292019.6,924167436,923241956,False
2020-05-15,4.07,-10.919768,2.315788,3761361464.52,3757594760.92,924167436,923241956,False
2020-05-18,4.17,-11.188067,2.372687,3853778208.12,3849918956.52,924167436,923241956,False
2020-05-19,4.17,-11.188067,2.372687,3853778208.12,3849918956.52,924167436,923241956,False
2020-05-20,4.12,-11.053917,2.344238,3807569836.32,3803756858.72,924167436,923241956,False
2020-05-21,4.11,-11.027087,2.338548,3798328161.96,3794524439.16,924167436,923241956,False
2020-05-22,4.19,-11.241727,2.384067,3872261556.84,3868383795.64,924167436,923241956,False
2020-05-25,4.28,-11.483196,2.435276,3955436626.08,3951475571.68,924167436,923241956,False
2020-05-26,4.41,-11.831984,2.509245,4075578392.76,4071497025.96,924167436,923241956,False
2020-05-27,4.4,-11.805154,2.503555,4066336718.4,4062264606.4,924167436,923241956,False
2020-05-28,4.52,-12.127113,2.571834,4177236810.72,4173053641.12,924167436,923241956,False
2020-05-29,4.47,-11.992964,2.543384,4131028438.92,4126891543.32,924167436,923241956,False
2020-06-01,4.46,-11.966134,2.537694,4121786764.56,4117659123.76,924167436,923241956,False
2020-06-02,4.55,-12.207603,2.588903,4204961833.8,4200750899.8,924167436,923241956,False
2020-06-03,4.47,-11.992964,2.543384,4131028438.92,4126891543.32,924167436,923241956,False
2020-06-04,4.38,-11.751495,2.492175,4047853369.68,4043799767.28,924167436,923241956,False
2020-06-05,4.35,-11.671005,2.475105,4020128346.6,4016102508.6,924167436,923241956,False
2020-06-08,4.35,-11.671005,2.475105,4020128346.6,4016102508.6,924167436,923241956,False
2020-06-09,4.33,-11.617345,2.463726,4001644997.88,3997637669.48,924167436,923241956,False
2020-06-10,4.4,-11.805154,2.503555,4066336718.4,4062264606.4,924167436,923241956,False
2020-06-11,4.36,-11.697835,2.480795,4029370020.96,4025334928.16,924167436,923241956,False
2020-06-12,4.22,-11.322216,2.401137,3899986579.92,3896081054.32,924167436,923241956,False
2020-06-15,4.06,-10.892938,2.310098,3752119790.16,3748362341.36,924167436,923241956,False
2020-06-16,4.15,-11.134407,2.361308,3835294859.4,3831454117.4,924167436,923241956,False
2020-06-17,4.16,-11.161237,2.366997,3844536533.76,3840686536.96,924167436,923241956,False
2020-06-18,4.18,-11.214897,2.378377,3863019882.48,3859151376.08,924167436,923241956,False
2020-06-19,4.17,-11.188067,2.372687,3853778208.12,3849918956.52,924167436,923241956,False
2020-06-22,4.16,-11.161237,2.366997,3844536533.76,3840686536.96,924167436,923241956,False
2020-06-23,4.12,-11.053917,2.344238,3807569836.32,3803756858.72,924167436,923241956,False
2020-06-24,4.08,-10.946598,2.321478,3770603138.88,3766827180.48,924167436,923241956,False
2020-06-29,4.01,-10.758788,2.281649,3705911418.36,3702200243.56,924167436,923241956,False
2020-06-30,4.04,-10.839278,2.298719,3733636441.44,3729800162.48,924167436,923217862,False
2020-07-01,4.13,-11.080747,2.349928,3816811510.68,3812889770.06,924167436,923217862,False
2020-07-02,4.23,-11.349046,2.406827,3909228254.28,3905211556.26,924167436,923217862,False
2020-07-03,4.38,-11.751495,2.492175,4047853369.68,4043694235.56,924167436,923217862,False
2020-07-06,4.7,-12.610051,2.674252,4343586949.2,4339123951.4,924167436,923217862,False
2020-07-07,4.61,-12.368582,2.623043,4260411879.96,4256034343.82,924167436,923217862,False
2020-07-08,4.92,-13.200309,2.79943,4546903785.12,4542231881.04,924167436,923217862,False
2020-07-09,4.96,-13.307629,2.822189,4583870482.56,4579160595.52,924167436,923217862,False
2020-07-10,4.82,-12.93201,2.742531,4454487041.52,4449910094.84,924167436,923217862,False
2020-07-13,4.95,-13.280799,2.816499,4574628808.2,4569928416.9,924167436,923217862,False
2020-07-14,4.96,-13.307629,2.822189,4583870482.56,4579160595.52,924167436,923217862,False
2020-07-15,4.78,-12.82469,2.719771,4417520344.08,4412981380.36,924167436,923217862,False
2020-07-16,5.26,-14.112526,2.992886,4861120713.36,4856125954.12,924167436,923217862,False
2020-07-17,5.41,-14.514974,3.078235,4999745828.76,4994608633.42,924167436,923217862,False
2020-07-20,5.77,-15.48085,3.283071,5332446105.72,5326967063.74,924167436,923217862,False
2020-07-21,5.46,-14.649123,3.106684,5045954200.56,5040769526.52,924167436,923217862,False
2020-07-22,5.51,-14.783273,3.135134,5092162572.36,5086930419.62,924167436,923217862,False
2020-07-23,5.42,-14.541804,3.083924,5008987503.12,5003840812.04,924167436,923217862,False
2020-07-24,5.0,-13.414948,2.844949,4620837180.0,4616089310.0,924167436,923217862,False
2020-07-27,5.05,-13.549098,2.873398,4667045551.8,4662250203.1,924167436,923217862,False
2020-07-28,5.56,-14.917422,3.163583,5138370944.16,5133091312.72,924167436,923217862,False
