date,close,pe_ttm,pb,total_mv,float_mv,total_share,float_share,is_st
2020-01-02,6.89,44.384399,1.842852,6064002884.81,5329556362.13,880116529,773520517,False
2020-01-03,6.89,44.384399,1.842852,6064002884.81,5329556362.13,880116529,773520517,False
2020-01-06,7.02,45.22184,1.877623,6178418033.58,5430114029.34,880116529,773520517,False
2020-01-07,7.0,45.093003,1.872273,6160815703.0,5414643619.0,880116529,773520517,False
2020-01-08,6.95,44.77091,1.8589,6116809876.55,5375967593.15,880116529,773520517,False
2020-01-09,6.96,44.835329,1.861574,6125611041.84,5383702798.32,880116529,773520517,False
2020-01-10,6.88,44.31998,1.840177,6055201719.52,5321821156.96,880116529,773520517,False
2020-01-13,6.9,44.448817,1.845526,6072804050.1,5337291567.3,880116529,773520517,False
2020-01-14,6.94,44.706492,1.856225,6108008711.26,5368232387.98,880116529,773520517,False
2020-01-15,6.88,44.31998,1.840177,6055201719.52,5321821156.96,880116529,773520517,False
2020-01-16,6.9,44.448817,1.845526,6072804050.1,5337291567.3,880116529,773520517,False
2020-01-17,6.88,44.31998,1.840177,6055201719.52,5321821156.96,880116529,773520517,False
2020-01-20,6.9,44.448817,1.845526,6072804050.1,5337291567.3,880116529,773520517,False
2020-01-21,6.88,44.31998,1.840177,6055201719.52,5321821156.96,880116529,773520517,False
2020-01-22,6.87,44.255562,1.837502,6046400554.23,5314085951.79,880116529,773520517,False
2020-01-23,6.81,43.86905,1.821454,5993593562.49,5267674720.77,880116529,773520517,False
2020-02-03,6.13,39.488587,1.639576,5395114322.77,4741680769.21,880116529,773520517,False
2020-02-04,5.87,37.813704,1.570035,5166284025.23,4540565434.79,880116529,773520517,False
2020-02-05,5.92,38.135797,1.583408,5210289851.68,4579241460.64,880116529,773520517,False
2020-02-06,5.91,38.071378,1.580733,5201488686.39,4571506255.47,880116529,773520517,False
2020-02-07,5.92,38.135797,1.583408,5210289851.68,4579241460.64,880116529,773520517,False
2020-02-10,6.14,39.553006,1.642251,5403915488.06,4749415974.38,880116529,773520517,False
2020-02-11,6.1,39.295331,1.631552,5368710826.9,4718475153.7,880116529,773520517,False
2020-02-12,6.24,40.197191,1.668998,5491927140.96,4826768026.08,880116529,773520517,False
2020-02-13,6.24,40.197191,1.668998,5491927140.96,4826768026.08,880116529,773520517,False
2020-02-14,6.25,40.26161,1.671672,5500728306.25,4834503231.25,880116529,773520517,False
2020-02-17,6.4,41.227888,1.711793,5632745785.6,4950531308.8,880116529,773520517,False
2020-02-18,6.58,42.387423,1.759937,5791166760.82,5089765001.86,880116529,773520517,False
2020-02-19,6.47,41.678819,1.730515,5694353942.63,5004677744.99,880116529,773520517,False
2020-02-20,6.53,42.06533,1.746563,5747160934.37,5051088976.01,880116529,773520517,False
2020-02-21,6.49,41.807656,1.735865,5711956273.21,5020148155.33,880116529,773520517,False
2020-02-24,6.61,42.580679,1.767961,5817570256.69,5112970617.37,880116529,773520517,False
2020-02-25,6.51,41.936493,1.741214,5729558603.79,5035618565.67,880116529,773520517,False
2020-02-26,6.5,41.872074,1.738539,5720757438.5,5027883360.5,880116529,773520517,False
2020-02-27,6.54,42.129749,1.749238,5755962099.66,5058824181.18,880116529,773520517,False
