date,close,pe_ttm,pb,total_mv,float_mv,total_share,float_share,is_st
2020-01-02,3.02,-11.199479,2.494527,20075896962.737,16247678811.04,6681442413,5407376344,False
2020-01-03,3.03,-11.236563,2.502787,20142373442.746,16301479072.004,6681442413,5407376344,False
2020-01-06,2.93,-10.86572,2.420187,19477608642.655,15763476462.367,6681442413,5407376344,False
2020-01-07,2.97,-11.014057,2.453227,19743514562.692,15978677506.222,6681442413,5407376344,False
2020-01-08,2.86,-10.606129,2.362367,19012273282.592,15386874635.621,6681442413,5407376344,False
2020-01-09,2.91,-10.791551,2.403667,19344655682.637,15655875940.439,6681442413,5407376344,False
2020-01-10,2.87,-10.643214,2.370627,19078749762.601,15440674896.584,6681442413,5407376344,False
2020-01-13,3.16,-11.71866,2.610167,21006567682.864,17000882464.532,6681442413,5407376344,False
2020-01-14,3.15,-11.681576,2.601907,20940091202.855,16947082203.568,6681442413,5407376344,False
2020-01-15,3.17,-11.755745,2.618427,21073044162.873,17054682725.496,6681442413,5407376344,False
2020-01-16,3.27,-12.126588,2.701028,21737808962.963,17592685335.133,6681442413,5407376344,False
2020-01-17,3.03,-11.236563,2.502787,20142373442.746,16301479072.004,6681442413,5407376344,False
2020-01-20,3.17,-11.755745,2.618427,21073044162.873,17054682725.496,6681442413,5407376344,False
2020-01-21,3.16,-11.71866,2.610167,21006567682.864,17000882464.532,6681442413,5407376344,False
2020-01-22,3.25,-12.05242,2.684508,21604856002.945,17485084813.205,6681442413,5407376344,False
2020-01-23,3.05,-11.310732,2.519307,20275326402.764,16409079593.931,6681442413,5407376344,False
2020-02-03,2.75,-10.198201,2.271506,18281032002.492,14795071765.02,6681442413,5407376344,False
2020-02-04,2.84,-10.53196,2.345847,18879320322.574,15279274113.693,6681442413,5407376344,False
2020-02-05,2.84,-10.53196,2.345847,18879320322.574,15279274113.693,6681442413,5407376344,False
2020-02-06,2.9,-10.754467,2.395407,19278179202.628,15602075679.476,6681442413,5407376344,False
2020-02-07,2.93,-10.86572,2.420187,19477608642.655,15763476462.367,6681442413,5407376344,False
