date,close,pe_ttm,pb,total_mv,float_mv,total_share,float_share,is_st
2020-01-02,4.02,8.85156,0.68278,9491883227.64,9491883227.64,2361164982,2361164982,False
2020-01-03,4.04,8.895597,0.686176,9539106527.28,9539106527.28,2361164982,2361164982,False
2020-01-06,4.09,9.005691,0.694669,9657164776.38,9657164776.38,2361164982,2361164982,False
2020-01-07,4.16,9.159823,0.706558,9822446325.12,9822446325.12,2361164982,2361164982,False
2020-01-08,4.1,9.02771,0.696367,9680776426.2,9680776426.2,2361164982,2361164982,False
2020-01-09,4.12,9.071748,0.699764,9727999725.84,9727999725.84,2361164982,2361164982,False
2020-01-10,4.11,9.049729,0.698066,9704388076.02,9704388076.02,2361164982,2361164982,False
2020-01-13,4.14,9.115785,0.703161,9775223025.48,9775223025.48,2361164982,2361164982,False
2020-01-14,4.19,9.225879,0.711653,9893281274.58,9893281274.58,2361164982,2361164982,False
2020-01-15,4.18,9.20386,0.709955,9869669624.76,9869669624.76,2361164982,2361164982,False
2020-01-16,4.21,9.269917,0.71505,9940504574.22,9940504574.22,2361164982,2361164982,False
2020-01-17,4.17,9.181842,0.708256,9846057974.94,9846057974.94,2361164982,2361164982,False
2020-01-20,4.15,9.137804,0.70486,9798834675.3,9798834675.3,2361164982,2361164982,False
2020-01-21,4.08,8.983672,0.69297,9633553126.56,9633553126.56,2361164982,2361164982,False
2020-01-22,4.14,9.115785,0.703161,9775223025.48,9775223025.48,2361164982,2361164982,False
2020-01-23,3.96,8.719447,0.672589,9350213328.72,9350213328.72,2361164982,2361164982,False
2020-02-03,3.56,7.838695,0.604651,8405747335.92,8405747335.92,2361164982,2361164982,False
2020-02-04,3.59,7.904751,0.609746,8476582285.38,8476582285.38,2361164982,2361164982,False
2020-02-05,3.62,7.970807,0.614841,8547417234.84,8547417234.84,2361164982,2361164982,False
2020-02-06,3.69,8.124939,0.626731,8712698783.58,8712698783.58,2361164982,2361164982,False
2020-02-07,3.66,8.058883,0.621635,8641863834.12,8641863834.12,2361164982,2361164982,False
2020-02-10,3.73,8.213014,0.633524,8807145382.86,8807145382.86,2361164982,2361164982,False
2020-02-11,3.76,8.279071,0.63862,8877980332.32,8877980332.32,2361164982,2361164982,False
2020-02-12,3.78,8.323108,0.642017,8925203631.96,8925203631.96,2361164982,2361164982,False
2020-02-13,3.74,8.235033,0.635223,8830757032.68,8830757032.68,2361164982,2361164982,False
2020-02-14,3.75,8.257052,0.636921,8854368682.5,8854368682.5,2361164982,2361164982,False
2020-02-17,3.82,8.411184,0.64881,9019650231.24,9019650231.24,2361164982,2361164982,False
2020-02-18,3.81,8.389165,0.647112,8996038581.42,8996038581.42,2361164982,2361164982,False
2020-02-19,3.78,8.323108,0.642017,8925203631.96,8925203631.96,2361164982,2361164982,False
2020-02-20,3.84,8.455221,0.652207,9066873530.88,9066873530.88,2361164982,2361164982,False
2020-02-21,3.89,8.565315,0.6607,9184931779.98,9184931779.98,2361164982,2361164982,False
2020-02-24,3.85,8.47724,0.653906,9090485180.7,9090485180.7,2361164982,2361164982,False
2020-02-25,3.8,8.367146,0.645414,8972426931.6,8972426931.6,2361164982,2361164982,False
2020-02-26,3.82,8.411184,0.64881,9019650231.24,9019650231.24,2361164982,2361164982,False
2020-02-27,3.84,8.455221,0.652207,9066873530.88,9066873530.88,2361164982,2361164982,False
2020-02-28,3.69,8.124939,0.626731,8712698783.58,8712698783.58,2361164982,2361164982,False
2020-03-02,4.06,8.939635,0.689573,9586329826.92,9586329826.92,2361164982,2361164982,False
2020-03-03,4.28,9.424049,0.726939,10105786122.96,10105786122.96,2361164982,2361164982,False
2020-03-04,4.57,10.062594,0.776195,10790523967.74,10790523967.74,2361164982,2361164982,False
2020-03-05,4.61,10.150669,0.782989,10884970567.02,10884970567.02,2361164982,2361164982,False
2020-03-06,4.55,10.018556,0.772798,10743300668.1,10743300668.1,2361164982,2361164982,False
2020-03-09,4.6,10.12865,0.78129,10861358917.2,10861358917.2,2361164982,2361164982,False
2020-03-10,4.57,10.062594,0.776195,10790523967.74,10790523967.74,2361164982,2361164982,False
2020-03-11,4.46,9.820387,0.757512,10530795819.72,10530795819.72,2361164982,2361164982,False
2020-03-12,4.46,9.820387,0.757512,10530795819.72,10530795819.72,2361164982,2361164982,False
2020-03-13,4.36,9.600199,0.740527,10294679321.52,10294679321.52,2361164982,2361164982,False
2020-03-16,4.24,9.335973,0.720146,10011339523.68,10011339523.68,2361164982,2361164982,False
2020-03-17,4.33,9.534143,0.735432,10223844372.06,10223844372.06,2361164982,2361164982,False
2020-03-18,4.22,9.291936,0.716749,9964116224.04,9964116224.04,2361164982,2361164982,False
2020-03-19,4.13,9.093766,0.701463,9751611375.66,9751611375.66,2361164982,2361164982,False
2020-03-20,4.15,9.008311,0.694871,9659973546.35,9659973546.35,2327704469,2327704469,False
2020-03-23,4.21,9.138551,0.704917,9799635814.49,9799635814.49,2327704469,2327704469,False
2020-03-24,4.34,9.420739,0.726684,10102237395.46,10102237395.46,2327704469,2327704469,False
2020-03-25,4.33,9.399032,0.72501,10078960350.77,10078960350.77,2327704469,2327704469,False
2020-03-26,4.19,9.095138,0.701568,9753081725.11,9753081725.11,2327704469,2327704469,False
2020-03-27,4.18,9.073431,0.699894,9729804680.42,9729804680.42,2327704469,2327704469,False
2020-03-30,4.18,9.073431,0.699894,9729804680.42,9729804680.42,2327704469,2327704469,False
2020-03-31,4.16,9.030017,0.696545,9683250591.04,9683250591.04,2327704469,2327704469,False
2020-04-01,4.15,9.008311,0.694871,9659973546.35,9659973546.35,2327704469,2327704469,False
2020-04-02,4.19,9.095138,0.701568,9753081725.11,9753081725.11,2327704469,2327704469,False
2020-04-03,4.16,9.030017,0.696545,9683250591.04,9683250591.04,2327704469,2327704469,False
2020-04-07,4.24,9.203671,0.70994,9869466948.56,9869466948.56,2327704469,2327704469,False
2020-04-08,4.27,9.268792,0.714963,9939298082.63,9939298082.63,2327704469,2327704469,False
2020-04-09,4.25,9.225378,0.711615,9892743993.25,9892743993.25,2327704469,2327704469,False
2020-04-10,4.16,9.030017,0.696545,9683250591.04,9683250591.04,2327704469,2327704469,False
2020-04-13,4.15,9.008311,0.694871,9659973546.35,9659973546.35,2327704469,2327704469,False
2020-04-14,4.21,9.138551,0.704917,9799635814.49,9799635814.49,2327704469,2327704469,False
2020-04-15,4.19,9.095138,0.701568,9753081725.11,9753081725.11,2327704469,2327704469,False
2020-04-16,4.16,9.030017,0.696545,9683250591.04,9683250591.04,2327704469,2327704469,False
2020-04-17,4.16,9.030017,0.696545,9683250591.04,9683250591.04,2327704469,2327704469,False
2020-04-20,4.16,9.030017,0.696545,9683250591.04,9683250591.04,2327704469,2327704469,False
2020-04-21,4.14,8.986604,0.693196,9636696501.66,9636696501.66,2327704469,2327704469,False
2020-04-22,4.15,9.008311,0.694871,9659973546.35,9659973546.35,2327704469,2327704469,False
2020-04-23,4.2,9.116844,0.703243,9776358769.8,9776358769.8,2327704469,2327704469,False
2020-04-24,4.26,9.247085,0.713289,9916021037.94,9916021037.94,2327704469,2327704469,False
2020-04-27,4.42,9.594393,0.740079,10288453752.98,10288453752.98,2327704469,2327704469,False
2020-04-28,4.15,8.535107,0.673999,9659973546.35,9659973546.35,2327704469,2327704469,False
2020-04-29,4.15,8.535107,0.673999,9659973546.35,9659973546.35,2327704469,2327704469,False
2020-04-30,4.2,8.637939,0.682119,9776358769.8,9776358769.8,2327704469,2327704469,False
2020-05-06,4.17,8.57624,0.677247,9706527635.73,9706527635.73,2327704469,2327704469,False
2020-05-07,4.15,8.535107,0.673999,9659973546.35,9659973546.35,2327704469,2327704469,False
2020-05-08,4.16,8.555673,0.675623,9683250591.04,9683250591.04,2327704469,2327704469,False
2020-05-11,4.17,8.57624,0.677247,9706527635.73,9706527635.73,2327704469,2327704469,False
2020-05-12,4.18,8.596806,0.678871,9729804680.42,9729804680.42,2327704469,2327704469,False
2020-05-13,4.27,8.781905,0.693488,9939298082.63,9939298082.63,2327704469,2327704469,False
2020-05-14,4.27,8.781905,0.693488,9939298082.63,9939298082.63,2327704469,2327704469,False
2020-05-15,4.22,8.679072,0.685367,9822912859.18,9822912859.18,2327704469,2327704469,False
2020-05-18,4.29,8.823038,0.696736,9985852172.01,9985852172.01,2327704469,2327704469,False
2020-05-19,4.35,8.946437,0.706481,10125514440.15,10125514440.15,2327704469,2327704469,False
2020-05-20,4.3,8.843605,0.69836,10009129216.7,10009129216.7,2327704469,2327704469,False
2020-05-21,4.23,8.699639,0.686991,9846189903.87,9846189903.87,2327704469,2327704469,False
2020-05-22,4.23,8.699639,0.686991,9846189903.87,9846189903.87,2327704469,2327704469,False
2020-05-25,4.23,8.699639,0.686991,9846189903.87,9846189903.87,2327704469,2327704469,False
2020-05-26,4.21,8.658506,0.683743,9799635814.49,9799635814.49,2327704469,2327704469,False
2020-05-27,4.16,8.555673,0.675623,9683250591.04,9683250591.04,2327704469,2327704469,False
2020-05-28,4.17,8.57624,0.677247,9706527635.73,9706527635.73,2327704469,2327704469,False
2020-05-29,4.17,8.57624,0.677247,9706527635.73,9706527635.73,2327704469,2327704469,False
2020-06-01,4.22,8.679072,0.685367,9822912859.18,9822912859.18,2327704469,2327704469,False
2020-06-02,4.27,8.781905,0.693488,9939298082.63,9939298082.63,2327704469,2327704469,False
