date,close,pe_ttm,pb,total_mv,float_mv,total_share,float_share,is_st
2020-01-02,6.22,-16.649237,0.627436,5422515562.96,4329257860.08,871787068,696022164,False
2020-01-03,6.34,-16.970445,0.639541,5527130011.12,4412780519.76,871787068,696022164,False
2020-01-06,6.29,-16.836608,0.634497,5483540657.72,4377979411.56,871787068,696022164,False
2020-01-07,6.92,-18.522946,0.698048,6032766510.56,4816473374.88,871787068,696022164,False
2020-01-08,6.89,-18.442644,0.695022,6006612898.52,4795592709.96,871787068,696022164,False
2020-01-09,6.74,-18.041135,0.679891,5875844838.32,4691189385.36,871787068,696022164,False
2020-01-10,6.6,-17.666393,0.665768,5753794648.8,4593746282.4,871787068,696022164,False
2020-01-13,6.81,-18.228506,0.686952,5936869933.08,4739910936.84,871787068,696022164,False
2020-01-14,6.67,-17.853764,0.67283,5814819743.56,4642467833.88,871787068,696022164,False
2020-01-15,6.61,-17.693161,0.666777,5762512519.48,4600706504.04,871787068,696022164,False
2020-01-16,6.47,-17.318419,0.652655,5640462329.96,4503263401.08,871787068,696022164,False
2020-01-17,6.48,-17.345186,0.653663,5649180200.64,4510223622.72,871787068,696022164,False
2020-01-20,6.53,-17.479023,0.658707,5692769554.04,4545024730.92,871787068,696022164,False
2020-01-21,6.48,-17.345186,0.653663,5649180200.64,4510223622.72,871787068,696022164,False
2020-01-22,6.37,-17.050746,0.642567,5553283623.16,4433661184.68,871787068,696022164,False
2020-01-23,6.14,-16.435099,0.619366,5352772597.52,4273576086.96,871787068,696022164,False
2020-02-03,5.53,-14.802296,0.557833,4820982486.04,3849002566.92,871787068,696022164,False
2020-02-04,5.3,-14.186649,0.534632,4620471460.4,3688917469.2,871787068,696022164,False
2020-02-05,5.37,-14.37402,0.541693,4681496555.16,3737639020.68,871787068,696022164,False
2020-02-06,5.49,-14.695227,0.553798,4786111003.32,3821161680.36,871787068,696022164,False
2020-02-07,5.59,-14.9629,0.563886,4873289710.12,3890763896.76,871787068,696022164,False
2020-02-10,5.71,-15.284107,0.57599,4977904158.28,3974286556.44,871787068,696022164,False
2020-02-11,5.7,-15.25734,0.574982,4969186287.6,3967326334.8,871787068,696022164,False
2020-02-12,5.93,-15.872987,0.598183,5169697313.24,4127411432.52,871787068,696022164,False
2020-02-13,5.84,-15.632081,0.589104,5091236477.12,4064769437.76,871787068,696022164,False
2020-02-14,5.81,-15.55178,0.586078,5065082865.08,4043888772.84,871787068,696022164,False
2020-02-17,6.07,-16.247728,0.612305,5291747502.76,4224854535.48,871787068,696022164,False
2020-02-18,6.21,-16.62247,0.626427,5413797692.28,4322297638.44,871787068,696022164,False
2020-02-19,6.26,-16.756306,0.631471,5457387045.68,4357098746.64,871787068,696022164,False
2020-02-20,6.43,-17.21135,0.64862,5605590847.24,4475422514.52,871787068,696022164,False
2020-02-21,6.47,-17.318419,0.652655,5640462329.96,4503263401.08,871787068,696022164,False
2020-02-24,6.69,-17.907299,0.674847,5832255484.92,4656388277.16,871787068,696022164,False
2020-02-25,6.67,-17.853764,0.67283,5814819743.56,4642467833.88,871787068,696022164,False
2020-02-26,6.56,-17.559324,0.661733,5718923166.08,4565905395.84,871787068,696022164,False
2020-02-27,6.7,-17.934066,0.675856,5840973355.6,4663348498.8,871787068,696022164,False
2020-02-28,6.28,104.433919,0.633489,5474822787.04,4371019189.92,871787068,696022164,False
2020-03-02,6.72,111.750946,0.677873,5858409096.96,4677268942.08,871787068,696022164,False
2020-03-03,6.59,109.589097,0.66476,5745076778.12,4586786060.76,871787068,696022164,False
2020-03-04,6.56,109.090209,0.661733,5718923166.08,4565905395.84,871787068,696022164,False
2020-03-05,6.84,113.746498,0.689978,5963023545.12,4760791601.76,871787068,696022164,False
2020-03-06,6.87,114.245386,0.693004,5989177157.16,4781672266.68,871787068,696022164,False
2020-03-09,6.76,112.41613,0.681908,5893280579.68,4705109828.64,871787068,696022164,False
2020-03-10,7.06,117.405011,0.71217,6154816700.08,4913916477.84,871787068,696022164,False
2020-03-11,6.95,115.575755,0.701074,6058920122.6,4837354039.8,871787068,696022164,False
